event_id,timestamp,machine_id,operator_id,task_id,site_id,event_type,severity,machine_speed_kmh,machine_state,distance_to_person_m,distance_to_vehicle_m,distance_to_obstacle_m,seatbelt_status,duration_seconds,resolved
SE000175,2025-08-01 13:30:00,M0038,OP0052,T00165,ST004,SEATBELT_VIOLATION,LOW,2.1,TRAVELING,,,,UNFASTENED,140,True
SE000176,2025-08-01 14:08:00,M0038,OP0052,T00165,ST004,SEATBELT_VIOLATION,MEDIUM,2.5,WORKING,,,,UNFASTENED,167,True
SE000177,2025-08-01 14:51:00,M0038,OP0052,T00165,ST004,UNSAFE_REVERSING,MEDIUM,4.1,REVERSING,,,,FASTENED,4,True
SE000178,2025-08-01 16:29:00,M0038,OP0052,T00165,ST004,HARSH_BRAKING,LOW,5.2,TRAVELING,,,,FASTENED,8,True
SE000179,2025-03-28 15:05:00,M0026,OP0026,T00166,ST015,SEATBELT_VIOLATION,HIGH,1.9,WORKING,,,,UNFASTENED,114,False
SE000180,2025-03-28 15:29:00,M0026,OP0026,T00166,ST015,VEHICLE_PROXIMITY,HIGH,1.5,WORKING,,1.4,,FASTENED,17,True
SE000181,2025-05-20 10:09:00,M0002,OP0004,T00167,ST007,SEATBELT_VIOLATION,MEDIUM,0.9,WORKING,,,,UNFASTENED,148,True
SE000182,2025-01-18 15:04:00,M0016,OP0039,T00168,ST006,OVERSPEED,MEDIUM,15.3,TRAVELING,,,,FASTENED,26,True
SE000183,2025-01-18 16:07:00,M0016,OP0039,T00168,ST006,SEATBELT_VIOLATION,LOW,1.6,WORKING,,,,UNFASTENED,24,True
SE000184,2025-01-18 16:58:00,M0016,OP0039,T00168,ST006,SEATBELT_VIOLATION,MEDIUM,2.4,WORKING,,,,UNFASTENED,71,True
SE000185,2025-07-20 14:28:00,M0032,OP0018,T00169,ST008,SEATBELT_VIOLATION,HIGH,0.7,DUMPING,,,,UNFASTENED,149,True
SE000186,2025-07-20 16:59:00,M0032,OP0018,T00169,ST008,SEATBELT_VIOLATION,LOW,1.4,TRAVELING,,,,UNFASTENED,137,True
SE000187,2025-08-20 11:27:00,M0031,OP0027,T00174,ST002,SEATBELT_VIOLATION,LOW,2.3,LOADING,,,,UNFASTENED,118,False
SE000188,2025-07-25 11:57:00,M0023,OP0014,T00177,ST009,SEATBELT_VIOLATION,LOW,0.4,LOADING,,,,UNFASTENED,67,True
SE000189,2025-07-25 12:25:00,M0023,OP0014,T00177,ST009,OBSTACLE_PROXIMITY,LOW,1.9,WORKING,,,6.6,FASTENED,54,True
SE000190,2025-07-25 14:41:00,M0023,OP0014,T00177,ST009,OBSTACLE_PROXIMITY,MEDIUM,6.1,TRAVELING,,,4.7,FASTENED,24,True
SE000191,2025-07-25 15:02:00,M0023,OP0014,T00177,ST009,SEATBELT_VIOLATION,LOW,12.4,TRAVELING,,,,UNFASTENED,123,True
SE000192,2025-07-25 15:06:00,M0023,OP0014,T00177,ST009,HARSH_BRAKING,LOW,16.3,TRAVELING,,,,FASTENED,3,True
SE000193,2025-07-21 12:10:00,M0001,OP0045,T00179,ST007,SEATBELT_VIOLATION,LOW,4.4,TRAVELING,,,,UNFASTENED,15,True
SE000194,2025-07-21 12:27:00,M0001,OP0045,T00179,ST007,UNSAFE_REVERSING,LOW,3.8,REVERSING,,,,FASTENED,9,False
SE000195,2025-07-21 12:31:00,M0001,OP0045,T00179,ST007,VEHICLE_PROXIMITY,LOW,1.8,TRAVELING,,7.4,,FASTENED,10,True
SE000196,2025-01-19 07:59:00,M0035,OP0021,T00181,ST013,OBSTACLE_PROXIMITY,LOW,1.7,WORKING,,,6.5,FASTENED,34,True
SE000197,2025-01-19 08:35:00,M0035,OP0021,T00181,ST013,PERSON_PROXIMITY,MEDIUM,1.6,WORKING,3.7,,,FASTENED,25,True
SE000198,2025-09-25 12:26:00,M0035,OP0045,T00182,ST013,SEATBELT_VIOLATION,HIGH,12.4,TRAVELING,,,,UNFASTENED,30,False
SE000199,2025-09-25 14:17:00,M0035,OP0045,T00182,ST013,PERSON_PROXIMITY,LOW,1.7,WORKING,8.7,,,FASTENED,43,True
SE000200,2025-02-18 16:44:00,M0014,OP0006,T00183,ST013,SEATBELT_VIOLATION,HIGH,2.3,LOADING,,,,UNFASTENED,166,True
SE000201,2025-04-07 13:40:00,M0024,OP0010,T00184,ST004,PERSON_PROXIMITY,MEDIUM,16.7,TRAVELING,3.6,,,FASTENED,23,True
SE000202,2025-08-26 12:06:00,M0014,OP0051,T00186,ST013,OVERSPEED,HIGH,54.3,TRAVELING,,,,FASTENED,23,True
SE000203,2025-08-26 13:40:00,M0014,OP0051,T00186,ST013,UNSAFE_REVERSING,LOW,1.7,REVERSING,,,,FASTENED,9,True
SE000204,2025-09-16 10:31:00,M0041,OP0024,T00187,ST008,SEATBELT_VIOLATION,MEDIUM,0.8,DIGGING,,,,UNFASTENED,26,False
SE000205,2025-09-16 11:40:00,M0041,OP0024,T00187,ST008,SEATBELT_VIOLATION,MEDIUM,1.6,DUMPING,,,,UNFASTENED,150,True
SE000206,2025-09-16 12:37:00,M0041,OP0024,T00187,ST008,SEATBELT_VIOLATION,LOW,1.5,DIGGING,,,,UNFASTENED,98,True
SE000207,2025-01-11 14:13:00,M0003,OP0029,T00188,ST013,OBSTACLE_PROXIMITY,LOW,2.5,REVERSING,,,7.3,FASTENED,18,True
SE000208,2025-01-11 14:24:00,M0003,OP0029,T00188,ST013,VEHICLE_PROXIMITY,LOW,2.8,DUMPING,,7.6,,FASTENED,46,False
SE000209,2025-01-11 15:58:00,M0003,OP0029,T00188,ST013,OBSTACLE_PROXIMITY,LOW,3.3,TRAVELING,,,5.2,FASTENED,16,True
SE000210,2025-03-09 10:55:00,M0026,OP0044,T00192,ST015,SEATBELT_VIOLATION,MEDIUM,2.9,WORKING,,,,UNFASTENED,105,True
SE000211,2025-03-18 13:57:00,M0029,OP0014,T00193,ST010,SEATBELT_VIOLATION,LOW,2.8,WORKING,,,,UNFASTENED,103,True
SE000212,2025-03-18 14:33:00,M0029,OP0014,T00193,ST010,VEHICLE_PROXIMITY,HIGH,0.8,WORKING,,2.2,,FASTENED,7,True
SE000213,2025-03-18 14:43:00,M0029,OP0014,T00193,ST010,OVERSPEED,MEDIUM,13.0,TRAVELING,,,,FASTENED,37,False
SE000214,2025-03-18 14:45:00,M0029,OP0014,T00193,ST010,SEATBELT_VIOLATION,MEDIUM,1.2,WORKING,,,,UNFASTENED,166,True
SE000215,2025-06-02 07:54:00,M0015,OP0007,T00195,ST001,SEATBELT_VIOLATION,LOW,1.1,WORKING,,,,UNFASTENED,82,True
SE000216,2025-06-02 08:44:00,M0015,OP0007,T00195,ST001,SEATBELT_VIOLATION,HIGH,1.4,DUMPING,,,,UNFASTENED,11,False
SE000217,2025-04-22 08:44:00,M0036,OP0011,T00197,ST006,PERSON_PROXIMITY,LOW,6.6,TRAVELING,6.5,,,FASTENED,11,True
SE000218,2025-04-22 09:39:00,M0036,OP0011,T00197,ST006,PERSON_PROXIMITY,LOW,6.9,TRAVELING,8.2,,,FASTENED,34,True
SE000219,2025-01-25 08:49:00,M0018,OP0054,T00198,ST014,UNSAFE_REVERSING,LOW,0.5,REVERSING,,,,FASTENED,15,True
SE000220,2025-01-25 09:07:00,M0018,OP0054,T00198,ST014,VEHICLE_PROXIMITY,MEDIUM,2.9,DUMPING,,4.0,,FASTENED,18,True
SE000221,2025-07-17 08:27:00,M0042,OP0038,T00200,ST011,UNSAFE_REVERSING,LOW,4.8,REVERSING,,,,FASTENED,15,True
SE000222,2025-07-17 09:02:00,M0042,OP0038,T00200,ST011,SEATBELT_VIOLATION,LOW,6.1,TRAVELING,,,,UNFASTENED,135,True
SE000223,2025-03-22 09:34:00,M0014,OP0007,T00201,ST013,HARSH_BRAKING,LOW,43.5,TRAVELING,,,,FASTENED,8,True
SE000224,2025-09-28 12:42:00,M0027,OP0034,T00202,ST015,UNSAFE_REVERSING,LOW,4.0,REVERSING,,,,FASTENED,5,True
SE000225,2025-06-16 07:34:00,M0028,OP0006,T00205,ST012,SEATBELT_VIOLATION,MEDIUM,1.0,DIGGING,,,,UNFASTENED,142,False
SE000226,2025-09-11 15:43:00,M0027,OP0016,T00207,ST015,SEATBELT_VIOLATION,LOW,4.8,REVERSING,,,,UNFASTENED,18,False
SE000227,2025-09-11 16:14:00,M0027,OP0016,T00207,ST015,SEATBELT_VIOLATION,MEDIUM,0.5,REVERSING,,,,UNFASTENED,24,True
SE000228,2025-02-24 14:21:00,M0015,OP0034,T00209,ST001,SEATBELT_VIOLATION,MEDIUM,0.2,DIGGING,,,,UNFASTENED,37,True
SE000229,2025-02-24 15:32:00,M0015,OP0034,T00209,ST001,SEATBELT_VIOLATION,LOW,1.4,DIGGING,,,,UNFASTENED,12,True
SE000230,2025-02-24 17:06:00,M0015,OP0034,T00209,ST001,SEATBELT_VIOLATION,HIGH,2.6,WORKING,,,,UNFASTENED,94,False
SE000231,2025-09-24 08:59:00,M0030,OP0031,T00210,ST009,PERSON_PROXIMITY,LOW,0.1,DIGGING,5.9,,,FASTENED,56,True
SE000232,2025-09-24 09:04:00,M0030,OP0031,T00210,ST009,SEATBELT_VIOLATION,LOW,0.6,WORKING,,,,UNFASTENED,81,True
SE000233,2025-09-24 10:44:00,M0030,OP0031,T00210,ST009,OBSTACLE_PROXIMITY,MEDIUM,2.5,DIGGING,,,4.0,FASTENED,27,True
SE000234,2025-09-24 11:08:00,M0030,OP0031,T00210,ST009,VEHICLE_PROXIMITY,MEDIUM,1.0,DUMPING,,4.1,,FASTENED,14,False
SE000235,2025-09-24 11:22:00,M0030,OP0031,T00210,ST009,SEATBELT_VIOLATION,LOW,0.4,DIGGING,,,,UNFASTENED,158,True
SE000236,2025-09-24 11:44:00,M0030,OP0031,T00210,ST009,OVERSPEED,MEDIUM,8.5,TRAVELING,,,,FASTENED,10,True
SE000237,2025-09-24 11:46:00,M0030,OP0031,T00210,ST009,PERSON_PROXIMITY,LOW,3.0,TRAVELING,5.9,,,FASTENED,10,True
SE000238,2025-03-30 14:39:00,M0006,OP0022,T00211,ST010,SEATBELT_VIOLATION,MEDIUM,2.1,LOADING,,,,UNFASTENED,57,False
SE000239,2025-03-30 15:31:00,M0006,OP0022,T00211,ST010,PERSON_PROXIMITY,HIGH,0.2,DUMPING,2.4,,,FASTENED,10,True
SE000240,2025-03-30 16:03:00,M0006,OP0022,T00211,ST010,SEATBELT_VIOLATION,MEDIUM,2.4,LOADING,,,,UNFASTENED,97,True
SE000241,2025-03-30 18:04:00,M0006,OP0022,T00211,ST010,PERSON_PROXIMITY,LOW,14.8,TRAVELING,7.9,,,FASTENED,37,True
SE000242,2025-02-19 06:07:00,M0042,OP0026,T00212,ST011,VEHICLE_PROXIMITY,LOW,0.7,DUMPING,,6.4,,FASTENED,53,True
SE000243,2025-09-03 14:36:00,M0017,OP0006,T00214,ST015,SEATBELT_VIOLATION,LOW,0.5,WORKING,,,,UNFASTENED,28,True
SE000244,2025-08-20 14:17:00,M0021,OP0053,T00216,ST014,UNSAFE_REVERSING,LOW,3.8,REVERSING,,,,FASTENED,3,True
SE000245,2025-08-20 16:14:00,M0021,OP0053,T00216,ST014,PERSON_PROXIMITY,LOW,1.3,WORKING,7.5,,,FASTENED,4,True
SE000246,2025-08-20 16:51:00,M0021,OP0053,T00216,ST014,UNSAFE_REVERSING,LOW,2.3,REVERSING,,,,FASTENED,17,True
SE000247,2025-01-30 16:25:00,M0008,OP0025,T00217,ST008,PERSON_PROXIMITY,LOW,2.7,WORKING,8.1,,,FASTENED,45,True
SE000248,2025-06-15 09:05:00,M0006,OP0029,T00218,ST010,OBSTACLE_PROXIMITY,LOW,16.1,TRAVELING,,,7.1,FASTENED,47,True
SE000249,2025-07-29 16:17:00,M0002,OP0034,T00221,ST007,OBSTACLE_PROXIMITY,MEDIUM,5.1,REVERSING,,,4.1,FASTENED,5,True
SE000250,2025-07-29 19:16:00,M0002,OP0034,T00221,ST007,SEATBELT_VIOLATION,LOW,1.9,LOADING,,,,UNFASTENED,93,False
SE000251,2025-08-16 10:45:00,M0009,OP0006,T00222,ST004,SEATBELT_VIOLATION,MEDIUM,2.8,WORKING,,,,UNFASTENED,11,True
SE000252,2025-09-21 08:54:00,M0031,OP0027,T00223,ST002,SEATBELT_VIOLATION,MEDIUM,1.0,LOADING,,,,UNFASTENED,144,False
SE000253,2025-09-21 09:01:00,M0031,OP0027,T00223,ST002,PERSON_PROXIMITY,HIGH,2.4,LOADING,1.8,,,FASTENED,36,True
SE000254,2025-09-21 09:07:00,M0031,OP0027,T00223,ST002,VEHICLE_PROXIMITY,LOW,6.1,REVERSING,,7.4,,FASTENED,50,True
SE000255,2025-09-21 12:12:00,M0031,OP0027,T00223,ST002,PERSON_PROXIMITY,LOW,1.9,LOADING,6.3,,,FASTENED,27,True
SE000256,2025-08-05 11:21:00,M0014,OP0038,T00225,ST013,SEATBELT_VIOLATION,LOW,35.4,TRAVELING,,,,UNFASTENED,90,True
SE000257,2025-08-05 13:52:00,M0014,OP0038,T00225,ST013,SEATBELT_VIOLATION,LOW,30.5,TRAVELING,,,,UNFASTENED,101,False
SE000258,2025-05-31 12:08:00,M0010,OP0043,T00226,ST012,SEATBELT_VIOLATION,LOW,2.0,DUMPING,,,,UNFASTENED,136,True
SE000259,2025-01-22 13:14:00,M0013,OP0048,T00232,ST007,SEATBELT_VIOLATION,HIGH,1.2,DIGGING,,,,UNFASTENED,167,True
SE000260,2025-01-22 13:48:00,M0013,OP0048,T00232,ST007,OBSTACLE_PROXIMITY,LOW,2.0,DUMPING,,,7.4,FASTENED,13,True
SE000261,2025-01-22 14:06:00,M0013,OP0048,T00232,ST007,SEATBELT_VIOLATION,LOW,1.8,DIGGING,,,,UNFASTENED,110,True
SE000262,2025-01-22 14:24:00,M0013,OP0048,T00232,ST007,SEATBELT_VIOLATION,LOW,1.7,WORKING,,,,UNFASTENED,58,True
SE000263,2025-07-07 14:21:00,M0006,OP0033,T00235,ST010,OVERSPEED,MEDIUM,22.1,TRAVELING,,,,FASTENED,28,True
SE000264,2025-02-03 15:34:00,M0030,OP0020,T00236,ST009,SEATBELT_VIOLATION,MEDIUM,1.5,DUMPING,,,,UNFASTENED,28,True
SE000265,2025-02-03 17:47:00,M0030,OP0020,T00236,ST009,SEATBELT_VIOLATION,MEDIUM,1.6,WORKING,,,,UNFASTENED,69,True
SE000266,2025-02-03 18:49:00,M0030,OP0020,T00236,ST009,SEATBELT_VIOLATION,MEDIUM,1.2,DIGGING,,,,UNFASTENED,158,True
SE000267,2025-05-19 09:05:00,M0023,OP0052,T00237,ST009,SEATBELT_VIOLATION,LOW,1.1,LOADING,,,,UNFASTENED,167,True
SE000268,2025-05-19 09:18:00,M0023,OP0052,T00237,ST009,VEHICLE_PROXIMITY,MEDIUM,0.6,LOADING,,3.7,,FASTENED,52,True
SE000269,2025-05-19 09:44:00,M0023,OP0052,T00237,ST009,SEATBELT_VIOLATION,LOW,0.7,LOADING,,,,UNFASTENED,66,True
SE000270,2025-05-19 11:35:00,M0023,OP0052,T00237,ST009,HARSH_BRAKING,LOW,13.5,TRAVELING,,,,FASTENED,6,True
SE000271,2025-08-23 12:02:00,M0025,OP0028,T00238,ST011,UNSAFE_REVERSING,LOW,1.6,REVERSING,,,,FASTENED,23,True
SE000272,2025-06-23 10:26:00,M0003,OP0021,T00240,ST013,OVERSPEED,MEDIUM,12.8,TRAVELING,,,,FASTENED,7,False
SE000273,2025-06-23 11:23:00,M0003,OP0021,T00240,ST013,UNSAFE_REVERSING,MEDIUM,4.5,REVERSING,,,,FASTENED,17,False
SE000274,2025-05-12 15:03:00,M0025,OP0031,T00241,ST011,SEATBELT_VIOLATION,LOW,0.0,LOADING,,,,UNFASTENED,53,True
SE000275,2025-05-12 16:24:00,M0025,OP0031,T00241,ST011,OBSTACLE_PROXIMITY,MEDIUM,0.9,DUMPING,,,3.0,FASTENED,34,True
SE000276,2025-05-12 17:51:00,M0025,OP0031,T00241,ST011,UNSAFE_REVERSING,LOW,6.8,REVERSING,,,,FASTENED,20,True
SE000277,2025-05-28 14:49:00,M0031,OP0018,T00242,ST002,SEATBELT_VIOLATION,LOW,0.3,LOADING,,,,UNFASTENED,58,True
SE000278,2025-09-01 16:24:00,M0026,OP0014,T00243,ST015,SEATBELT_VIOLATION,MEDIUM,10.7,TRAVELING,,,,UNFASTENED,17,True
SE000279,2025-03-27 15:08:00,M0005,OP0007,T00244,ST003,SEATBELT_VIOLATION,LOW,2.0,DUMPING,,,,UNFASTENED,94,True
SE000280,2025-03-27 16:33:00,M0005,OP0007,T00244,ST003,SEATBELT_VIOLATION,LOW,2.1,LOADING,,,,UNFASTENED,166,True
SE000281,2025-03-27 18:26:00,M0005,OP0007,T00244,ST003,HARSH_BRAKING,LOW,16.9,TRAVELING,,,,FASTENED,6,True
SE000282,2025-03-27 18:44:00,M0005,OP0007,T00244,ST003,HARSH_BRAKING,LOW,7.0,REVERSING,,,,FASTENED,7,True
SE000283,2025-04-29 09:42:00,M0024,OP0049,T00251,ST004,HARSH_BRAKING,LOW,5.1,TRAVELING,,,,FASTENED,6,True
SE000284,2025-01-21 15:34:00,M0021,OP0022,T00252,ST014,SEATBELT_VIOLATION,LOW,1.9,WORKING,,,,UNFASTENED,55,False
SE000285,2025-01-21 16:16:00,M0021,OP0022,T00252,ST014,PERSON_PROXIMITY,LOW,0.4,WORKING,5.3,,,FASTENED,53,True
SE000286,2025-01-21 16:38:00,M0021,OP0022,T00252,ST014,SEATBELT_VIOLATION,HIGH,0.5,WORKING,,,,UNFASTENED,53,True
SE000287,2025-01-21 17:08:00,M0021,OP0022,T00252,ST014,OBSTACLE_PROXIMITY,HIGH,2.7,WORKING,,,2.3,FASTENED,12,True
SE000288,2025-05-18 12:54:00,M0035,OP0047,T00254,ST013,OBSTACLE_PROXIMITY,MEDIUM,7.6,TRAVELING,,,4.4,FASTENED,40,True
SE000289,2025-09-08 11:04:00,M0036,OP0048,T00255,ST006,HARSH_BRAKING,LOW,3.8,TRAVELING,,,,FASTENED,8,True
SE000290,2025-09-08 13:17:00,M0036,OP0048,T00255,ST006,VEHICLE_PROXIMITY,LOW,0.1,WORKING,,5.4,,FASTENED,46,True
SE000291,2025-09-08 14:28:00,M0036,OP0048,T00255,ST006,VEHICLE_PROXIMITY,LOW,1.7,WORKING,,6.1,,FASTENED,46,True
SE000292,2025-09-08 14:47:00,M0036,OP0048,T00255,ST006,SEATBELT_VIOLATION,LOW,2.6,WORKING,,,,UNFASTENED,81,True
SE000293,2025-06-28 10:05:00,M0006,OP0050,T00256,ST010,SEATBELT_VIOLATION,MEDIUM,2.4,REVERSING,,,,UNFASTENED,150,False
SE000294,2025-03-01 11:22:00,M0012,OP0036,T00260,ST002,UNSAFE_REVERSING,LOW,3.2,REVERSING,,,,FASTENED,9,False
SE000295,2025-03-01 13:14:00,M0012,OP0036,T00260,ST002,SEATBELT_VIOLATION,MEDIUM,0.1,DUMPING,,,,UNFASTENED,95,True
SE000296,2025-05-26 14:37:00,M0018,OP0055,T00261,ST014,SEATBELT_VIOLATION,MEDIUM,0.2,DIGGING,,,,UNFASTENED,140,False
SE000297,2025-05-26 15:05:00,M0018,OP0055,T00261,ST014,SEATBELT_VIOLATION,LOW,0.8,LOADING,,,,UNFASTENED,11,True
SE000298,2025-05-14 10:26:00,M0009,OP0055,T00262,ST004,VEHICLE_PROXIMITY,MEDIUM,2.7,LOADING,,3.9,,FASTENED,26,True
SE000299,2025-05-14 12:23:00,M0009,OP0055,T00262,ST004,SEATBELT_VIOLATION,MEDIUM,2.9,DIGGING,,,,UNFASTENED,158,True
SE000300,2025-05-14 12:49:00,M0009,OP0055,T00262,ST004,VEHICLE_PROXIMITY,MEDIUM,4.0,TRAVELING,,4.4,,FASTENED,25,True
SE000301,2025-03-31 09:00:00,M0029,OP0049,T00264,ST010,OVERSPEED,MEDIUM,13.5,TRAVELING,,,,FASTENED,7,True
SE000302,2025-05-07 10:05:00,M0006,OP0014,T00265,ST010,OVERSPEED,MEDIUM,21.1,TRAVELING,,,,FASTENED,27,True
SE000303,2025-05-07 10:39:00,M0006,OP0014,T00265,ST010,HARSH_BRAKING,LOW,3.7,REVERSING,,,,FASTENED,2,True
SE000304,2025-05-07 10:57:00,M0006,OP0014,T00265,ST010,PERSON_PROXIMITY,LOW,2.9,WORKING,6.6,,,FASTENED,25,True
SE000305,2025-04-29 17:55:00,M0026,OP0025,T00269,ST015,PERSON_PROXIMITY,MEDIUM,9.1,TRAVELING,4.1,,,FASTENED,12,True
SE000306,2025-04-29 18:16:00,M0026,OP0025,T00269,ST015,PERSON_PROXIMITY,HIGH,15.5,TRAVELING,1.4,,,FASTENED,54,False
SE000307,2025-04-29 18:40:00,M0026,OP0025,T00269,ST015,PERSON_PROXIMITY,HIGH,0.2,WORKING,1.0,,,FASTENED,58,True
SE000308,2025-04-29 18:47:00,M0026,OP0025,T00269,ST015,OVERSPEED,MEDIUM,23.9,TRAVELING,,,,FASTENED,13,True
SE000309,2025-04-29 18:59:00,M0026,OP0025,T00269,ST015,VEHICLE_PROXIMITY,HIGH,20.9,TRAVELING,,1.1,,FASTENED,17,True
SE000310,2025-04-21 14:12:00,M0039,OP0028,T00272,ST003,HARSH_BRAKING,LOW,6.2,TRAVELING,,,,FASTENED,6,True
SE000311,2025-02-24 09:45:00,M0033,OP0004,T00274,ST001,HARSH_BRAKING,LOW,15.5,TRAVELING,,,,FASTENED,9,True
SE000312,2025-02-19 12:26:00,M0028,OP0034,T00275,ST012,SEATBELT_VIOLATION,HIGH,1.5,WORKING,,,,UNFASTENED,163,True
SE000313,2025-01-01 12:49:00,M0034,OP0031,T00276,ST014,SEATBELT_VIOLATION,MEDIUM,1.0,LOADING,,,,UNFASTENED,170,False
SE000314,2025-01-01 15:48:00,M0034,OP0031,T00276,ST014,VEHICLE_PROXIMITY,LOW,1.1,WORKING,,8.4,,FASTENED,51,True
SE000315,2025-09-17 12:01:00,M0010,OP0001,T00278,ST012,OVERSPEED,HIGH,52.4,TRAVELING,,,,FASTENED,6,False
SE000316,2025-09-13 10:40:00,M0019,OP0045,T00280,ST002,SEATBELT_VIOLATION,LOW,1.1,DUMPING,,,,UNFASTENED,148,False
SE000317,2025-09-13 11:05:00,M0019,OP0045,T00280,ST002,PERSON_PROXIMITY,HIGH,1.9,LOADING,1.3,,,FASTENED,23,True
SE000318,2025-02-18 13:47:00,M0012,OP0054,T00286,ST002,SEATBELT_VIOLATION,MEDIUM,2.4,DUMPING,,,,UNFASTENED,85,False
SE000319,2025-04-20 08:27:00,M0027,OP0037,T00287,ST015,SEATBELT_VIOLATION,MEDIUM,2.9,LOADING,,,,UNFASTENED,17,False
SE000320,2025-04-20 08:40:00,M0027,OP0037,T00287,ST015,OVERSPEED,MEDIUM,8.6,TRAVELING,,,,FASTENED,28,True
SE000321,2025-06-11 09:06:00,M0032,OP0019,T00289,ST008,OVERSPEED,MEDIUM,12.9,TRAVELING,,,,FASTENED,7,True
SE000322,2025-06-11 09:38:00,M0032,OP0019,T00289,ST008,SEATBELT_VIOLATION,HIGH,0.9,DUMPING,,,,UNFASTENED,110,False
SE000323,2025-08-14 10:26:00,M0003,OP0046,T00290,ST013,HARSH_BRAKING,LOW,7.9,TRAVELING,,,,FASTENED,5,True
SE000324,2025-08-14 11:10:00,M0003,OP0046,T00290,ST013,SEATBELT_VIOLATION,LOW,6.3,TRAVELING,,,,UNFASTENED,175,False
SE000325,2025-02-05 15:30:00,M0039,OP0030,T00291,ST003,SEATBELT_VIOLATION,HIGH,2.9,TRAVELING,,,,UNFASTENED,15,True
SE000326,2025-01-23 09:30:00,M0021,OP0025,T00292,ST014,VEHICLE_PROXIMITY,LOW,1.7,WORKING,,6.7,,FASTENED,40,True
SE000327,2025-01-23 11:51:00,M0021,OP0025,T00292,ST014,VEHICLE_PROXIMITY,LOW,0.5,WORKING,,5.9,,FASTENED,50,False
SE000328,2025-09-05 12:30:00,M0006,OP0010,T00293,ST010,SEATBELT_VIOLATION,LOW,2.3,DIGGING,,,,UNFASTENED,124,True
SE000329,2025-09-12 07:50:00,M0022,OP0020,T00294,ST002,SEATBELT_VIOLATION,LOW,14.1,TRAVELING,,,,UNFASTENED,72,True
SE000330,2025-09-12 09:47:00,M0022,OP0020,T00294,ST002,OVERSPEED,HIGH,52.4,TRAVELING,,,,FASTENED,38,True
SE000331,2025-09-03 08:44:00,M0037,OP0042,T00296,ST005,SEATBELT_VIOLATION,LOW,2.9,WORKING,,,,UNFASTENED,159,True
SE000332,2025-09-03 08:44:00,M0037,OP0042,T00296,ST005,VEHICLE_PROXIMITY,LOW,2.9,WORKING,,7.9,,UNFASTENED,55,True
SE000333,2025-09-03 10:15:00,M0037,OP0042,T00296,ST005,HARSH_BRAKING,LOW,8.1,TRAVELING,,,,FASTENED,9,True
SE000334,2025-04-27 12:14:00,M0011,OP0046,T00297,ST003,SEATBELT_VIOLATION,LOW,2.1,DIGGING,,,,UNFASTENED,130,True
SE000335,2025-04-27 13:20:00,M0011,OP0046,T00297,ST003,SEATBELT_VIOLATION,LOW,0.3,LOADING,,,,UNFASTENED,50,True
SE000336,2025-04-27 13:25:00,M0011,OP0046,T00297,ST003,HARSH_BRAKING,LOW,6.6,TRAVELING,,,,FASTENED,8,True
SE000337,2025-04-27 13:28:00,M0011,OP0046,T00297,ST003,SEATBELT_VIOLATION,HIGH,9.8,TRAVELING,,,,UNFASTENED,107,True
SE000338,2025-04-27 13:37:00,M0011,OP0046,T00297,ST003,SEATBELT_VIOLATION,LOW,5.2,REVERSING,,,,UNFASTENED,80,True
SE000339,2025-04-27 14:45:00,M0011,OP0046,T00297,ST003,SEATBELT_VIOLATION,MEDIUM,0.9,LOADING,,,,UNFASTENED,95,True
SE000340,2025-04-24 09:18:00,M0026,OP0020,T00299,ST015,OBSTACLE_PROXIMITY,LOW,13.6,TRAVELING,,,8.5,FASTENED,58,True
SE000341,2025-04-24 09:30:00,M0026,OP0020,T00299,ST015,OVERSPEED,MEDIUM,23.5,TRAVELING,,,,FASTENED,7,True
SE000342,2025-04-24 10:38:00,M0026,OP0020,T00299,ST015,UNSAFE_REVERSING,LOW,6.0,REVERSING,,,,FASTENED,16,True
SE000343,2025-04-24 12:44:00,M0026,OP0020,T00299,ST015,SEATBELT_VIOLATION,MEDIUM,0.4,WORKING,,,,UNFASTENED,72,True
SE000344,2025-06-01 09:16:00,M0002,OP0029,T00300,ST007,SEATBELT_VIOLATION,LOW,19.5,TRAVELING,,,,UNFASTENED,83,True
SE000345,2025-06-01 09:20:00,M0002,OP0029,T00300,ST007,OBSTACLE_PROXIMITY,LOW,14.1,TRAVELING,,,6.1,FASTENED,57,True
SE000346,2025-06-01 10:40:00,M0002,OP0029,T00300,ST007,OBSTACLE_PROXIMITY,LOW,15.4,TRAVELING,,,7.4,FASTENED,55,True
SE000347,2025-08-27 16:34:00,M0038,OP0034,T00303,ST004,OVERSPEED,HIGH,13.0,TRAVELING,,,,FASTENED,9,True
SE000348,2025-04-21 15:54:00,M0033,OP0027,T00304,ST001,HARSH_BRAKING,LOW,10.4,TRAVELING,,,,FASTENED,8,True
SE000349,2025-02-02 10:19:00,M0014,OP0003,T00305,ST013,HARSH_BRAKING,LOW,41.9,TRAVELING,,,,FASTENED,4,True
SE000350,2025-02-02 11:20:00,M0014,OP0003,T00305,ST013,OVERSPEED,MEDIUM,52.5,TRAVELING,,,,FASTENED,37,True
SE000351,2025-05-29 11:02:00,M0036,OP0014,T00306,ST006,VEHICLE_PROXIMITY,LOW,3.7,REVERSING,,5.7,,FASTENED,58,True
