task_id,machine_id,operator_id,site_id,task_type,task_status,scheduled_start,scheduled_end,target_quantity,quantity_unit,estimated_duration_min,actual_duration_min,task_efficiency
T00188,M0003,OP0029,ST013,Material Loading,COMPLETED,2025-01-11 13:30:00,2025-01-11 22:58:12,985.2,tons,568.2,685.9,0.828
T00189,M0004,OP0050,ST007,Road Preparation,COMPLETED,2025-07-11 15:12:00,2025-07-11 20:47:42,5580.1,m2,335.7,381.2,0.881
T00190,M0030,OP0043,ST009,Demolition,COMPLETED,2025-05-16 12:40:00,2025-05-16 16:00:42,593.4,m3,200.7,196.8,1.02
T00191,M0008,OP0002,ST008,Earth Excavation,CANCELLED,2025-04-25 13:42:00,2025-04-25 14:12:30,125.0,m3,30.5,,
T00192,M0026,OP0044,ST015,Grading,DELAYED,2025-03-09 10:35:00,2025-03-09 11:48:18,1479.3,m2,73.3,76.6,
T00193,M0029,OP0014,ST010,Grading,COMPLETED,2025-03-18 11:03:00,2025-03-18 13:39:00,1828.5,m2,156.0,273.3,0.571
T00194,M0006,OP0031,ST010,Trenching,COMPLETED,2025-08-27 15:19:00,2025-08-27 16:06:24,80.3,m,47.4,51.8,0.915
T00195,M0015,OP0007,ST001,Demolition,COMPLETED,2025-06-02 07:15:00,2025-06-02 09:31:54,265.6,m3,136.9,213.9,0.64
T00196,M0006,OP0010,ST010,Trenching,COMPLETED,2025-03-12 14:59:00,2025-03-12 17:34:12,271.8,m,155.2,230.3,0.674
T00197,M0036,OP0011,ST006,Road Preparation,COMPLETED,2025-04-22 06:38:00,2025-04-22 15:20:00,5602.4,m2,522.0,762.5,0.685
T00198,M0018,OP0054,ST014,Soil Compaction,COMPLETED,2025-01-25 07:34:00,2025-01-25 12:42:54,3736.0,m2,308.9,261.0,1.184
T00199,M0006,OP0031,ST010,Material Loading,SCHEDULED,2025-08-17 10:01:00,2025-08-18 07:19:36,2452.0,tons,1278.6,,
T00200,M0042,OP0038,ST011,Demolition,COMPLETED,2025-07-17 06:05:00,2025-07-17 14:12:36,1236.3,m3,487.6,502.7,0.97
T00201,M0014,OP0007,ST013,Hauling,COMPLETED,2025-03-22 08:00:00,2025-03-22 09:55:18,257.8,tons,115.3,256.5,0.45
T00202,M0027,OP0034,ST015,Earth Excavation,DELAYED,2025-09-28 10:55:00,2025-09-28 16:38:12,1217.4,m3,343.2,409.7,
T00203,M0019,OP0035,ST002,Trenching,SCHEDULED,2025-05-11 15:18:00,2025-05-11 17:10:36,220.3,m,112.6,,
T00204,M0009,OP0012,ST004,Material Loading,IN_PROGRESS,2025-01-14 10:39:00,2025-01-14 14:29:54,985.4,tons,230.9,100.8,
T00205,M0028,OP0006,ST012,Hauling,COMPLETED,2025-06-16 06:50:00,2025-06-16 08:07:48,135.4,tons,77.8,104.7,0.743
T00206,M0015,OP0032,ST001,Earth Excavation,CANCELLED,2025-07-08 13:55:00,2025-07-08 18:56:06,1214.6,m3,301.1,,
T00207,M0027,OP0016,ST015,Demolition,COMPLETED,2025-09-11 15:22:00,2025-09-11 19:49:06,504.5,m3,267.1,264.6,1.009
T00208,M0011,OP0013,ST003,Trenching,CANCELLED,2025-05-17 14:31:00,2025-05-17 16:47:54,226.2,m,136.9,,
T00209,M0015,OP0034,ST001,Demolition,COMPLETED,2025-02-24 13:19:00,2025-02-24 15:21:00,316.2,m3,122.0,232.2,0.525
T00210,M0030,OP0031,ST009,Demolition,COMPLETED,2025-09-24 08:20:00,2025-09-24 14:48:24,943.6,m3,388.4,735.1,0.528
T00211,M0006,OP0022,ST010,Trenching,COMPLETED,2025-03-30 14:21:00,2025-03-30 18:51:48,475.1,m,270.8,422.0,0.642
T00212,M0042,OP0026,ST011,Material Stockpiling,COMPLETED,2025-02-19 06:00:00,2025-02-19 10:02:18,1126.9,tons,242.3,406.6,0.596
T00213,M0020,OP0049,ST015,Demolition,IN_PROGRESS,2025-07-16 14:33:00,2025-07-16 16:35:42,132.7,m3,122.7,69.5,
T00214,M0017,OP0006,ST015,Road Preparation,DELAYED,2025-09-03 12:38:00,2025-09-03 15:26:18,2799.6,m2,168.3,190.3,
T00215,M0002,OP0015,ST007,Material Loading,SCHEDULED,2025-03-07 06:05:00,2025-03-07 09:19:54,632.0,tons,194.9,,
T00216,M0021,OP0053,ST014,Grading,DELAYED,2025-08-20 14:14:00,2025-08-20 16:43:24,3296.1,m2,149.4,178.6,
T00217,M0008,OP0025,ST008,Earth Excavation,COMPLETED,2025-01-30 15:54:00,2025-01-30 16:48:54,194.2,m3,54.9,63.0,0.871
T00218,M0006,OP0029,ST010,Trenching,COMPLETED,2025-06-15 06:32:00,2025-06-15 10:29:24,313.4,m,237.4,238.4,0.996
T00219,M0013,OP0033,ST007,Grading,COMPLETED,2025-08-24 06:34:00,2025-08-24 11:16:12,3775.3,m2,282.2,285.9,0.987
T00220,M0019,OP0006,ST002,Hauling,CANCELLED,2025-07-08 07:41:00,2025-07-08 13:38:00,756.7,tons,357.0,,
T00221,M0002,OP0034,ST007,Material Loading,DELAYED,2025-07-29 15:18:00,2025-07-29 21:14:06,1479.7,tons,356.1,367.0,
T00222,M0009,OP0006,ST004,Earth Excavation,COMPLETED,2025-08-16 08:48:00,2025-08-16 10:44:30,460.8,m3,116.5,143.7,0.811
T00223,M0031,OP0027,ST002,Material Stockpiling,COMPLETED,2025-09-21 08:15:00,2025-09-21 12:31:36,908.8,tons,256.6,374.8,0.685
T00224,M0021,OP0035,ST014,Road Preparation,IN_PROGRESS,2025-01-13 14:37:00,2025-01-13 15:45:54,1146.2,m2,68.9,30.7,
T00225,M0014,OP0038,ST013,Demolition,IN_PROGRESS,2025-08-05 10:00:00,2025-08-06 02:38:06,1101.1,m3,998.1,424.6,
T00226,M0010,OP0043,ST012,Earth Excavation,IN_PROGRESS,2025-05-31 09:13:00,2025-05-31 14:10:48,626.8,m3,297.8,185.4,
T00227,M0004,OP0031,ST007,Grading,COMPLETED,2025-05-01 10:59:00,2025-05-01 14:10:42,4204.9,m2,191.7,210.0,0.913
T00228,M0013,OP0003,ST007,Trenching,IN_PROGRESS,2025-09-16 12:06:00,2025-09-16 14:47:12,276.7,m,161.2,56.3,
T00229,M0032,OP0016,ST008,Demolition,SCHEDULED,2025-09-12 11:32:00,2025-09-12 22:41:06,1254.3,m3,669.1,,
T00230,M0029,OP0055,ST010,Road Preparation,IN_PROGRESS,2025-06-18 08:28:00,2025-06-18 09:28:30,795.7,m2,60.5,29.5,
T00231,M0004,OP0044,ST007,Grading,DELAYED,2025-09-05 10:37:00,2025-09-05 11:34:06,1108.6,m2,57.1,66.2,
T00232,M0013,OP0048,ST007,Material Stockpiling,COMPLETED,2025-01-22 11:08:00,2025-01-23 01:59:42,2312.3,tons,891.7,1097.5,0.812
T00233,M0011,OP0036,ST003,Trenching,COMPLETED,2025-07-06 09:05:00,2025-07-06 10:47:06,177.0,m,102.1,93.8,1.088
T00234,M0035,OP0042,ST013,Road Preparation,DELAYED,2025-07-30 15:45:00,2025-07-30 18:42:06,2321.2,m2,177.1,161.4,
T00235,M0006,OP0033,ST010,Trenching,COMPLETED,2025-07-07 14:07:00,2025-07-07 16:22:54,266.2,m,135.9,166.5,0.816
T00236,M0030,OP0020,ST009,Demolition,COMPLETED,2025-02-03 15:24:00,2025-02-03 22:53:36,865.1,m3,449.6,530.3,0.848
T00237,M0023,OP0052,ST009,Material Stockpiling,COMPLETED,2025-05-19 08:16:00,2025-05-19 15:40:12,1686.5,tons,444.2,822.8,0.54
T00238,M0025,OP0028,ST011,Material Loading,COMPLETED,2025-08-23 12:00:00,2025-08-23 13:12:24,305.0,tons,72.4,81.2,0.892
T00239,M0031,OP0024,ST002,Material Stockpiling,CANCELLED,2025-07-19 08:06:00,2025-07-19 12:33:12,1435.3,tons,267.2,,
T00240,M0003,OP0021,ST013,Material Stockpiling,COMPLETED,2025-06-23 07:52:00,2025-06-23 11:45:30,1142.5,tons,233.5,636.8,0.367
T00241,M0025,OP0031,ST011,Material Stockpiling,IN_PROGRESS,2025-05-12 14:03:00,2025-05-12 21:41:48,2188.8,tons,458.8,124.1,
T00242,M0031,OP0018,ST002,Material Stockpiling,COMPLETED,2025-05-28 12:59:00,2025-05-28 19:36:06,1930.4,tons,397.1,634.5,0.626
T00243,M0026,OP0014,ST015,Road Preparation,COMPLETED,2025-09-01 15:30:00,2025-09-01 16:14:18,728.2,m2,44.3,57.6,0.769
T00244,M0005,OP0007,ST003,Hauling,DELAYED,2025-03-27 14:49:00,2025-03-27 21:35:18,880.3,tons,406.3,593.0,
T00245,M0041,OP0002,ST008,Trenching,COMPLETED,2025-04-05 09:42:00,2025-04-05 12:39:18,360.3,m,177.3,594.8,0.298
T00246,M0019,OP0024,ST002,Trenching,IN_PROGRESS,2025-07-27 07:15:00,2025-07-27 08:55:48,205.8,m,100.8,44.2,
T00247,M0028,OP0046,ST012,Trenching,IN_PROGRESS,2025-06-09 06:17:00,2025-06-09 09:16:24,245.4,m,179.4,213.1,
T00248,M0033,OP0027,ST001,Hauling,SCHEDULED,2025-01-15 15:44:00,2025-01-16 02:00:12,750.6,tons,616.2,,
T00249,M0042,OP0014,ST011,Material Stockpiling,CANCELLED,2025-05-11 15:05:00,2025-05-11 16:59:18,624.9,tons,114.3,,
T00250,M0017,OP0008,ST015,Road Preparation,SCHEDULED,2025-02-24 09:38:00,2025-02-24 16:44:42,4553.2,m2,426.7,,
T00251,M0024,OP0049,ST004,Material Loading,COMPLETED,2025-04-29 07:36:00,2025-04-29 17:02:30,2252.4,tons,566.5,1225.2,0.462
T00252,M0021,OP0022,ST014,Grading,COMPLETED,2025-01-21 14:02:00,2025-01-21 18:11:54,5426.6,m2,249.9,279.7,0.893
T00253,M0004,OP0035,ST007,Demolition,COMPLETED,2025-03-17 12:48:00,2025-03-17 17:19:36,415.9,m3,271.6,377.2,0.72
T00254,M0035,OP0047,ST013,Road Preparation,COMPLETED,2025-05-18 10:56:00,2025-05-18 14:49:24,3735.8,m2,233.4,250.7,0.931
T00255,M0036,OP0048,ST006,Material Loading,IN_PROGRESS,2025-09-08 10:53:00,2025-09-08 16:43:00,935.4,tons,350.0,296.1,
T00256,M0006,OP0050,ST010,Hauling,COMPLETED,2025-06-28 08:17:00,2025-06-29 00:48:06,1589.9,tons,991.1,1102.2,0.899
T00257,M0011,OP0046,ST003,Hauling,CANCELLED,2025-08-31 10:40:00,2025-09-01 23:13:24,2456.6,tons,2193.4,,
T00258,M0003,OP0001,ST013,Road Preparation,COMPLETED,2025-01-07 14:18:00,2025-01-07 16:11:30,1789.1,m2,113.5,91.0,1.247
T00259,M0037,OP0036,ST005,Grading,SCHEDULED,2025-05-06 10:17:00,2025-05-06 16:06:54,3643.1,m2,349.9,,
T00260,M0012,OP0036,ST002,Hauling,COMPLETED,2025-03-01 11:17:00,2025-03-01 15:03:24,652.3,tons,226.4,284.8,0.795
T00261,M0018,OP0055,ST014,Earth Excavation,COMPLETED,2025-05-26 13:13:00,2025-05-26 17:22:42,835.1,m3,249.7,343.1,0.728
T00262,M0009,OP0055,ST004,Grading,COMPLETED,2025-05-14 09:33:00,2025-05-14 18:30:42,5638.0,m2,537.7,656.0,0.82
T00263,M0013,OP0018,ST007,Trenching,IN_PROGRESS,2025-01-05 07:05:00,2025-01-05 11:45:24,502.1,m,280.4,167.0,
T00264,M0029,OP0049,ST010,Material Stockpiling,COMPLETED,2025-03-31 08:04:00,2025-03-31 15:55:06,2213.1,tons,471.1,569.3,0.828
T00265,M0006,OP0014,ST010,Trenching,COMPLETED,2025-05-07 09:44:00,2025-05-07 14:50:18,593.9,m,306.3,315.8,0.97
T00266,M0005,OP0014,ST003,Hauling,CANCELLED,2025-05-16 13:53:00,2025-05-16 20:09:06,1303.6,tons,376.1,,
T00267,M0031,OP0014,ST002,Material Loading,COMPLETED,2025-01-06 09:48:00,2025-01-06 11:17:36,445.8,tons,89.6,111.5,0.804
T00268,M0018,OP0014,ST014,Earth Excavation,SCHEDULED,2025-05-30 08:05:00,2025-05-30 09:36:24,357.2,m3,91.4,,
T00269,M0026,OP0025,ST015,Road Preparation,COMPLETED,2025-04-29 15:08:00,2025-04-29 21:21:30,5266.5,m2,373.5,404.8,0.923
T00270,M0015,OP0030,ST001,Soil Compaction,CANCELLED,2025-04-12 15:35:00,2025-04-12 21:19:30,5110.4,m2,344.5,,
T00271,M0020,OP0033,ST015,Trenching,COMPLETED,2025-06-08 06:59:00,2025-06-08 07:34:06,67.6,m,35.1,40.5,0.867
T00272,M0039,OP0028,ST003,Earth Excavation,DELAYED,2025-04-21 13:20:00,2025-04-21 19:49:42,1310.2,m3,389.7,399.2,
T00273,M0036,OP0030,ST006,Demolition,CANCELLED,2025-04-17 15:59:00,2025-04-17 21:18:30,812.7,m3,319.5,,
T00274,M0033,OP0004,ST001,Road Preparation,COMPLETED,2025-02-24 08:48:00,2025-02-24 10:04:06,1259.4,m2,76.1,146.9,0.518
T00275,M0028,OP0034,ST012,Demolition,DELAYED,2025-02-19 10:15:00,2025-02-19 13:04:30,442.3,m3,169.5,333.2,
T00276,M0034,OP0031,ST014,Hauling,COMPLETED,2025-01-01 11:59:00,2025-01-02 03:28:42,1718.1,tons,929.7,1310.9,0.709
T00277,M0018,OP0047,ST014,Trenching,COMPLETED,2025-08-26 07:41:00,2025-08-26 08:48:12,133.0,m,67.2,106.7,0.63
T00278,M0010,OP0001,ST012,Hauling,COMPLETED,2025-09-17 10:12:00,2025-09-17 17:30:18,1540.2,tons,438.3,608.5,0.72
T00279,M0029,OP0051,ST010,Grading,DELAYED,2025-07-27 07:08:00,2025-07-27 09:32:54,1729.6,m2,144.9,136.9,
T00280,M0019,OP0045,ST002,Trenching,COMPLETED,2025-09-13 09:43:00,2025-09-13 12:35:00,229.7,m,172.0,279.8,0.615
T00281,M0035,OP0030,ST013,Road Preparation,COMPLETED,2025-05-06 08:23:00,2025-05-06 09:51:54,1254.1,m2,88.9,166.5,0.534
T00282,M0026,OP0048,ST015,Grading,COMPLETED,2025-03-04 06:06:00,2025-03-04 06:38:18,668.7,m2,32.3,31.6,1.022
T00283,M0012,OP0017,ST002,Hauling,DELAYED,2025-01-02 15:54:00,2025-01-02 17:41:24,310.9,tons,107.4,105.1,
T00284,M0037,OP0010,ST005,Trenching,SCHEDULED,2025-04-21 06:42:00,2025-04-21 10:58:42,282.6,m,256.7,,
T00285,M0029,OP0028,ST010,Material Stockpiling,SCHEDULED,2025-03-25 06:43:00,2025-03-25 08:37:30,545.3,tons,114.5,,
T00286,M0012,OP0054,ST002,Hauling,COMPLETED,2025-02-18 10:47:00,2025-02-18 23:38:36,2228.1,tons,771.6,879.7,0.877
T00287,M0027,OP0037,ST015,Trenching,DELAYED,2025-04-20 07:37:00,2025-04-20 08:59:48,147.9,m,82.8,96.7,
T00288,M0005,OP0004,ST003,Hauling,IN_PROGRESS,2025-09-21 13:53:00,2025-09-21 15:38:06,346.8,tons,105.1,54.5,
T00289,M0032,OP0019,ST008,Material Stockpiling,COMPLETED,2025-06-11 07:21:00,2025-06-11 13:33:48,1364.7,tons,372.8,666.2,0.56
T00290,M0003,OP0046,ST013,Material Stockpiling,DELAYED,2025-08-14 08:50:00,2025-08-14 16:43:24,1797.9,tons,473.4,753.1,
T00291,M0039,OP0030,ST003,Demolition,DELAYED,2025-02-05 14:42:00,2025-02-05 19:11:06,664.6,m3,269.1,300.5,
T00292,M0021,OP0025,ST014,Road Preparation,DELAYED,2025-01-23 09:03:00,2025-01-23 15:48:18,5750.1,m2,405.3,445.8,
T00293,M0006,OP0010,ST010,Trenching,COMPLETED,2025-09-05 10:22:00,2025-09-05 15:11:24,506.0,m,289.4,323.8,0.894
T00294,M0022,OP0020,ST002,Hauling,COMPLETED,2025-09-12 06:52:00,2025-09-12 21:26:12,1841.6,tons,874.2,4793.9,0.182
T00295,M0033,OP0014,ST001,Grading,SCHEDULED,2025-04-01 11:01:00,2025-04-01 13:18:48,3298.7,m2,137.8,,
T00296,M0037,OP0042,ST005,Hauling,COMPLETED,2025-09-03 06:44:00,2025-09-04 06:59:24,1979.4,tons,1455.4,3218.4,0.452
T00297,M0011,OP0046,ST003,Road Preparation,DELAYED,2025-04-27 11:46:00,2025-04-28 02:25:36,5574.6,m2,879.6,1314.2,
T00298,M0005,OP0053,ST003,Hauling,CANCELLED,2025-01-24 08:07:00,2025-01-24 10:53:48,487.7,tons,166.8,,
T00299,M0026,OP0020,ST015,Road Preparation,COMPLETED,2025-04-24 08:56:00,2025-04-24 15:18:06,4049.8,m2,382.1,538.2,0.71
T00300,M0002,OP0029,ST007,Material Loading,COMPLETED,2025-06-01 07:00:00,2025-06-01 19:15:18,2423.1,tons,735.3,896.0,0.821
T00301,M0020,OP0032,ST015,Trenching,CANCELLED,2025-03-17 12:35:00,2025-03-17 14:17:48,207.7,m,102.8,,
T00302,M0001,OP0043,ST007,Material Stockpiling,SCHEDULED,2025-04-20 12:49:00,2025-04-20 21:50:30,1750.8,tons,541.5,,
T00303,M0038,OP0034,ST004,Road Preparation,COMPLETED,2025-08-27 13:33:00,2025-08-27 19:17:18,4652.4,m2,344.3,397.8,0.866
T00304,M0033,OP0027,ST001,Grading,COMPLETED,2025-04-21 14:41:00,2025-04-21 18:26:30,3557.7,m2,225.5,488.5,0.462
T00305,M0014,OP0003,ST013,Material Loading,COMPLETED,2025-02-02 10:01:00,2025-02-02 22:23:48,2041.3,tons,742.8,837.9,0.887
T00306,M0036,OP0014,ST006,Demolition,DELAYED,2025-05-29 09:46:00,2025-05-29 14:29:24,828.1,m3,283.4,353.4,
T00307,M0020,OP0049,ST015,Earth Excavation,COMPLETED,2025-07-13 06:40:00,2025-07-13 07:52:30,121.3,m3,72.5,91.6,0.791
T00308,M0018,OP0007,ST014,Demolition,IN_PROGRESS,2025-02-23 07:52:00,2025-02-23 15:29:36,848.4,m3,457.6,204.2,
T00309,M0021,OP0003,ST014,Road Preparation,COMPLETED,2025-09-10 10:42:00,2025-09-10 11:49:24,915.7,m2,67.4,198.1,0.34
T00310,M0039,OP0031,ST003,Material Loading,COMPLETED,2025-02-14 10:18:00,2025-02-14 11:53:12,408.1,tons,95.2,80.1,1.189
T00311,M0002,OP0044,ST007,Material Loading,CANCELLED,2025-06-18 07:54:00,2025-06-18 12:17:00,1006.0,tons,263.0,,
T00312,M0004,OP0017,ST007,Grading,COMPLETED,2025-02-04 14:15:00,2025-02-04 16:36:18,3073.9,m2,141.3,155.0,0.912
T00313,M0013,OP0050,ST007,Trenching,COMPLETED,2025-04-26 13:19:00,2025-04-26 16:24:36,385.2,m,185.6,175.0,1.061
T00314,M0007,OP0028,ST012,Road Preparation,DELAYED,2025-01-20 09:53:00,2025-01-20 14:15:42,3561.2,m2,262.7,352.5,
T00315,M0016,OP0023,ST006,Road Preparation,COMPLETED,2025-06-04 15:09:00,2025-06-04 22:58:36,5179.0,m2,469.6,542.0,0.866
T00316,M0040,OP0003,ST002,Material Loading,COMPLETED,2025-05-17 12:36:00,2025-05-17 14:25:30,463.8,tons,109.5,184.4,0.594
T00317,M0025,OP0026,ST011,Material Stockpiling,DELAYED,2025-02-27 13:55:00,2025-02-27 16:39:54,750.5,tons,164.9,334.2,
T00318,M0033,OP0008,ST001,Grading,IN_PROGRESS,2025-05-27 14:14:00,2025-05-27 16:13:30,1892.9,m2,119.5,79.4,
T00319,M0023,OP0023,ST009,Material Loading,COMPLETED,2025-04-27 06:35:00,2025-04-27 18:36:54,2315.6,tons,721.9,742.2,0.973
T00320,M0034,OP0023,ST014,Trenching,CANCELLED,2025-05-13 10:45:00,2025-05-13 16:06:00,447.0,m,321.0,,
T00321,M0017,OP0016,ST015,Grading,COMPLETED,2025-01-31 07:12:00,2025-01-31 13:12:18,5920.5,m2,360.3,382.7,0.941
T00322,M0034,OP0013,ST014,Earth Excavation,SCHEDULED,2025-06-22 12:23:00,2025-06-22 14:52:18,504.6,m3,149.3,,
T00323,M0026,OP0008,ST015,Road Preparation,DELAYED,2025-06-27 12:55:00,2025-06-27 21:59:48,5690.6,m2,544.8,721.9,
T00324,M0042,OP0008,ST011,Road Preparation,DELAYED,2025-03-04 08:49:00,2025-03-04 16:30:42,5056.2,m2,461.7,735.5,
T00325,M0032,OP0042,ST008,Material Stockpiling,SCHEDULED,2025-01-21 06:44:00,2025-01-21 07:40:00,249.2,tons,56.0,,
T00326,M0026,OP0013,ST015,Grading,DELAYED,2025-08-10 15:35:00,2025-08-10 20:07:18,5490.1,m2,272.3,417.9,
T00327,M0004,OP0031,ST007,Road Preparation,IN_PROGRESS,2025-04-29 06:03:00,2025-04-29 11:07:42,4203.6,m2,304.7,134.4,
T00328,M0032,OP0046,ST008,Trenching,COMPLETED,2025-04-19 09:02:00,2025-04-19 12:01:30,151.4,m,179.5,203.9,0.88
T00329,M0004,OP0051,ST007,Road Preparation,SCHEDULED,2025-08-11 09:29:00,2025-08-11 14:04:18,4385.1,m2,275.3,,
T00330,M0009,OP0046,ST004,Earth Excavation,COMPLETED,2025-09-13 06:00:00,2025-09-13 07:37:12,264.5,m3,97.2,161.4,0.602
T00331,M0028,OP0013,ST012,Material Stockpiling,SCHEDULED,2025-04-29 10:36:00,2025-04-29 14:34:06,644.9,tons,238.1,,
T00332,M0022,OP0049,ST002,Hauling,COMPLETED,2025-04-12 15:45:00,2025-04-12 23:35:54,1273.8,tons,470.9,853.6,0.552
T00333,M0016,OP0023,ST006,Road Preparation,COMPLETED,2025-02-07 15:18:00,2025-02-07 23:13:36,5292.8,m2,475.6,503.5,0.945
T00334,M0019,OP0009,ST002,Soil Compaction,COMPLETED,2025-09-23 13:36:00,2025-09-23 16:45:36,2232.9,m2,189.6,393.3,0.482
T00335,M0027,OP0001,ST015,Material Loading,CANCELLED,2025-08-28 06:55:00,2025-08-28 11:02:30,1189.7,tons,247.5,,
T00336,M0039,OP0040,ST003,Earth Excavation,COMPLETED,2025-04-15 08:01:00,2025-04-15 12:56:54,998.6,m3,295.9,503.5,0.588
T00337,M0039,OP0028,ST003,Material Loading,DELAYED,2025-09-25 06:10:00,2025-09-25 09:56:30,967.4,tons,226.5,237.1,
T00338,M0026,OP0015,ST015,Road Preparation,COMPLETED,2025-09-19 07:10:00,2025-09-19 09:38:06,1542.9,m2,148.1,147.7,1.003
T00339,M0034,OP0046,ST014,Grading,COMPLETED,2025-06-11 08:20:00,2025-06-11 10:01:06,800.0,m2,101.1,115.8,0.873
T00340,M0028,OP0046,ST012,Demolition,COMPLETED,2025-09-16 13:18:00,2025-09-16 14:53:30,188.7,m3,95.5,104.4,0.915
T00341,M0023,OP0043,ST009,Road Preparation,COMPLETED,2025-05-10 13:31:00,2025-05-10 21:50:54,4431.7,m2,499.9,422.7,1.183
T00342,M0001,OP0038,ST007,Trenching,COMPLETED,2025-06-26 13:52:00,2025-06-26 18:30:06,476.0,m,278.1,355.2,0.783
T00343,M0025,OP0046,ST011,Demolition,COMPLETED,2025-05-06 11:02:00,2025-05-07 08:16:24,1130.1,m3,1274.4,1765.1,0.722
T00344,M0033,OP0041,ST001,Earth Excavation,DELAYED,2025-06-10 12:33:00,2025-06-10 23:55:00,1097.6,m3,682.0,1117.9,
T00345,M0001,OP0006,ST007,Trenching,COMPLETED,2025-06-18 08:43:00,2025-06-18 12:43:00,472.0,m,240.0,213.9,1.122
T00346,M0004,OP0016,ST007,Road Preparation,COMPLETED,2025-06-09 14:24:00,2025-06-09 16:52:24,1625.9,m2,148.4,183.8,0.807
T00347,M0003,OP0007,ST013,Demolition,IN_PROGRESS,2025-07-04 11:19:00,2025-07-04 22:40:36,1251.4,m3,681.6,310.0,
T00348,M0008,OP0027,ST008,Trenching,IN_PROGRESS,2025-08-28 09:34:00,2025-08-28 12:51:30,261.1,m,197.5,56.4,
T00349,M0017,OP0022,ST015,Road Preparation,COMPLETED,2025-06-01 07:18:00,2025-06-01 11:09:12,3321.6,m2,231.2,280.3,0.825
T00350,M0039,OP0008,ST003,Trenching,IN_PROGRESS,2025-03-01 06:49:00,2025-03-01 07:23:06,47.0,m,34.1,11.1,
T00351,M0035,OP0005,ST013,Grading,IN_PROGRESS,2025-08-28 07:52:00,2025-08-28 11:42:12,3700.5,m2,230.2,106.8,
T00352,M0037,OP0025,ST005,Soil Compaction,COMPLETED,2025-09-14 15:43:00,2025-09-14 17:23:30,2793.7,m2,100.5,128.5,0.782
T00353,M0005,OP0027,ST003,Hauling,COMPLETED,2025-02-04 14:50:00,2025-02-04 17:18:12,322.2,tons,148.2,191.8,0.773
T00354,M0025,OP0030,ST011,Material Loading,COMPLETED,2025-08-27 11:36:00,2025-08-27 15:16:48,923.5,tons,220.8,249.4,0.885
T00355,M0027,OP0053,ST015,Demolition,CANCELLED,2025-08-18 12:39:00,2025-08-18 19:10:12,1000.4,m3,391.2,,
T00356,M0021,OP0030,ST014,Soil Compaction,COMPLETED,2025-06-21 11:37:00,2025-06-21 14:07:36,1960.1,m2,150.6,243.9,0.617
T00357,M0016,OP0036,ST006,Road Preparation,IN_PROGRESS,2025-06-07 13:58:00,2025-06-07 17:03:36,2531.2,m2,185.6,65.5,
T00358,M0021,OP0041,ST014,Grading,COMPLETED,2025-04-27 07:58:00,2025-04-27 13:53:42,5729.4,m2,355.7,440.5,0.807
T00359,M0012,OP0026,ST002,Material Loading,IN_PROGRESS,2025-05-03 12:11:00,2025-05-04 03:33:54,1879.4,tons,922.9,435.7,
T00360,M0017,OP0011,ST015,Road Preparation,DELAYED,2025-06-03 09:52:00,2025-06-03 15:39:06,3611.3,m2,347.1,346.5,
T00361,M0021,OP0041,ST014,Road Preparation,CANCELLED,2025-05-06 10:18:00,2025-05-06 13:32:48,1982.1,m2,194.8,,
T00362,M0020,OP0019,ST015,Trenching,IN_PROGRESS,2025-03-25 14:44:00,2025-03-25 18:31:54,280.5,m,227.9,100.5,
T00363,M0008,OP0010,ST008,Demolition,COMPLETED,2025-03-24 12:46:00,2025-03-24 19:42:24,1025.6,m3,416.4,463.6,0.898
T00364,M0023,OP0050,ST009,Material Stockpiling,COMPLETED,2025-04-02 11:30:00,2025-04-02 18:28:54,2258.9,tons,418.9,693.0,0.604
T00365,M0034,OP0032,ST014,Earth Excavation,DELAYED,2025-07-06 07:21:00,2025-07-06 11:18:36,920.1,m3,237.6,249.6,
T00366,M0039,OP0014,ST003,Trenching,COMPLETED,2025-09-07 14:50:00,2025-09-07 18:55:48,497.3,m,245.8,286.2,0.859
T00367,M0035,OP0051,ST013,Road Preparation,COMPLETED,2025-02-16 11:27:00,2025-02-16 14:11:06,2681.9,m2,164.1,170.8,0.961
T00368,M0028,OP0028,ST012,Material Stockpiling,COMPLETED,2025-04-15 06:05:00,2025-04-15 18:54:54,1931.5,tons,769.9,1112.6,0.692
T00369,M0040,OP0042,ST002,Earth Excavation,SCHEDULED,2025-08-17 10:12:00,2025-08-17 12:28:30,204.7,m3,136.5,,
T00370,M0009,OP0017,ST004,Hauling,DELAYED,2025-08-25 08:33:00,2025-08-25 18:25:30,842.4,tons,592.5,1512.1,
T00371,M0040,OP0016,ST002,Material Loading,DELAYED,2025-05-26 08:27:00,2025-05-26 13:33:42,1013.6,tons,306.7,448.8,
T00372,M0027,OP0013,ST015,Earth Excavation,DELAYED,2025-03-11 15:54:00,2025-03-11 19:29:18,700.4,m3,215.3,288.5,
T00373,M0008,OP0025,ST008,Material Stockpiling,COMPLETED,2025-05-04 12:01:00,2025-05-04 21:44:48,1378.6,tons,583.8,1019.8,0.572
T00374,M0004,OP0010,ST007,Road Preparation,IN_PROGRESS,2025-05-08 11:02:00,2025-05-08 16:15:24,4365.4,m2,313.4,194.4,
T00375,M0027,OP0027,ST015,Trenching,DELAYED,2025-04-01 10:36:00,2025-04-01 16:02:42,431.0,m,326.7,430.8,
