timestamp,machine_id,operator_id,task_id,fuel_start_l,fuel_end_l,fuel_used_l,fuel_rate_lph,operating_hours,idle_hours,idle_fuel_l,working_fuel_l,fuel_efficiency_l_per_hour,expected_fuel_rate_lph,fuel_deviation_percent
2025-02-04 14:20:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.02,0.18,4.36,22.69,28.0,-19.0
2025-02-04 14:32:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.02,0.18,4.36,22.69,28.0,-19.0
2025-02-04 14:44:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.02,0.18,4.36,22.69,28.0,-19.0
2025-02-04 14:56:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-02-04 15:08:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.02,0.18,4.36,22.69,28.0,-19.0
2025-02-04 15:20:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.02,0.18,4.36,22.69,28.0,-19.0
2025-02-04 15:32:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.02,0.18,4.36,22.69,28.0,-19.0
2025-02-04 15:44:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-02-04 15:56:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-02-04 16:08:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-02-04 16:20:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-02-04 16:32:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-02-04 16:44:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-02-04 16:56:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.02,0.18,4.36,22.69,28.0,-19.0
2025-02-04 17:08:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-02-04 17:20:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.02,0.18,4.36,22.69,28.0,-19.0
2025-02-04 17:32:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-02-04 17:44:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.02,0.18,4.36,22.69,28.0,-19.0
2025-02-04 17:56:00,M0012,OP0048,T00137,,,4.54,22.69,0.2,0.03,0.18,4.36,22.69,28.0,-19.0
2025-05-14 06:40:00,M0014,OP0040,T00138,318.9,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 06:52:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 07:04:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.02,0.18,4.41,22.93,28.0,-18.1
2025-05-14 07:16:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.02,0.18,4.41,22.93,28.0,-18.1
2025-05-14 07:28:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.02,0.18,4.41,22.93,28.0,-18.1
2025-05-14 07:40:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 07:52:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 08:04:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.02,0.18,4.41,22.93,28.0,-18.1
2025-05-14 08:16:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 08:28:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 08:40:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 08:52:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 09:04:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.02,0.18,4.41,22.93,28.0,-18.1
2025-05-14 09:16:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.02,0.18,4.41,22.93,28.0,-18.1
2025-05-14 09:28:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 09:40:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 09:52:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.04,0.18,4.41,22.93,28.0,-18.1
2025-05-14 10:04:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 10:16:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-05-14 10:28:00,M0014,OP0040,T00138,,,4.59,22.93,0.2,0.03,0.18,4.41,22.93,28.0,-18.1
2025-01-20 14:12:00,M0004,OP0034,T00139,295.8,,1.94,9.72,0.2,0.04,0.15,1.8,9.72,14.5,-33.0
2025-01-20 14:24:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.04,0.15,1.8,9.72,14.5,-33.0
2025-01-20 14:36:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 14:48:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.04,0.15,1.8,9.72,14.5,-33.0
2025-01-20 15:00:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 15:12:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.04,0.15,1.8,9.72,14.5,-33.0
2025-01-20 15:24:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 15:36:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 15:48:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 16:00:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 16:12:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.04,0.15,1.8,9.72,14.5,-33.0
2025-01-20 16:24:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 16:36:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.04,0.15,1.8,9.72,14.5,-33.0
2025-01-20 16:48:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 17:00:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.02,0.15,1.8,9.72,14.5,-33.0
2025-01-20 17:12:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.02,0.15,1.8,9.72,14.5,-33.0
2025-01-20 17:24:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 17:36:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.03,0.15,1.8,9.72,14.5,-33.0
2025-01-20 17:48:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.04,0.15,1.8,9.72,14.5,-33.0
2025-01-20 18:00:00,M0004,OP0034,T00139,,,1.94,9.72,0.2,0.04,0.15,1.8,9.72,14.5,-33.0
2025-08-17 10:06:00,M0024,OP0026,T00140,296.6,,2.86,14.3,0.2,0.04,0.24,2.62,14.3,19.5,-26.7
2025-08-17 10:18:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.02,0.24,2.62,14.3,19.5,-26.7
2025-08-17 10:30:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.03,0.24,2.62,14.3,19.5,-26.7
2025-08-17 10:42:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.03,0.24,2.62,14.3,19.5,-26.7
2025-08-17 10:54:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.03,0.24,2.62,14.3,19.5,-26.7
2025-08-17 11:06:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.02,0.24,2.62,14.3,19.5,-26.7
2025-08-17 11:18:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.03,0.24,2.62,14.3,19.5,-26.7
2025-08-17 11:30:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.02,0.24,2.62,14.3,19.5,-26.7
2025-08-17 11:42:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.04,0.24,2.62,14.3,19.5,-26.7
2025-08-17 11:54:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.03,0.24,2.62,14.3,19.5,-26.7
2025-08-17 12:06:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.04,0.24,2.62,14.3,19.5,-26.7
2025-08-17 12:18:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.04,0.24,2.62,14.3,19.5,-26.7
2025-08-17 12:30:00,M0024,OP0026,T00140,,,2.86,14.3,0.2,0.03,0.24,2.62,14.3,19.5,-26.7
2025-08-17 12:42:00,M0024,OP0026,T00140,,,2.38,14.3,0.17,0.03,0.2,2.19,14.3,19.5,-26.7
2025-04-27 13:38:00,M0036,OP0048,T00141,396.8,,4.2,21.02,0.2,0.01,0.15,4.05,21.02,25.0,-15.9
2025-04-27 13:50:00,M0036,OP0048,T00141,,,4.2,21.02,0.2,0.01,0.15,4.05,21.02,25.0,-15.9
2025-04-27 14:02:00,M0036,OP0048,T00141,,,4.2,21.02,0.2,0.02,0.15,4.05,21.02,25.0,-15.9
2025-04-27 14:14:00,M0036,OP0048,T00141,,,4.2,21.02,0.2,0.02,0.15,4.05,21.02,25.0,-15.9
2025-04-27 14:26:00,M0036,OP0048,T00141,,,4.2,21.02,0.2,0.01,0.15,4.05,21.02,25.0,-15.9
2025-04-27 14:38:00,M0036,OP0048,T00141,,,2.1,21.02,0.1,0.01,0.07,2.03,21.02,25.0,-15.9
2025-03-07 09:30:00,M0027,OP0044,T00142,268.4,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-03-07 09:42:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 09:54:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 10:06:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 10:18:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 10:30:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 10:42:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-03-07 10:54:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 11:06:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-03-07 11:18:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-03-07 11:30:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-03-07 11:42:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 11:54:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 12:06:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 12:18:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-03-07 12:30:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-03-07 12:42:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.03,0.23,2.91,15.71,20.0,-21.5
2025-03-07 12:54:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-03-07 13:06:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-03-07 13:18:00,M0027,OP0044,T00142,,,3.14,15.71,0.2,0.02,0.23,2.91,15.71,20.0,-21.5
2025-06-03 08:47:00,M0037,OP0006,T00143,389.0,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 08:59:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 09:11:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 09:23:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 09:35:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 09:47:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 09:59:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 10:11:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 10:23:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 10:35:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 10:47:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 10:59:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 11:11:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 11:23:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 11:35:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 11:47:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 11:59:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 12:11:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 12:23:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-06-03 12:35:00,M0037,OP0006,T00143,,,2.28,11.41,0.2,0.01,0.1,2.18,11.41,12.0,-4.9
2025-05-18 15:16:00,M0007,OP0005,T00144,199.7,,1.81,9.04,0.2,0.03,0.12,1.69,9.04,12.0,-24.6
2025-05-18 15:28:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-05-18 15:40:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.03,0.12,1.69,9.04,12.0,-24.6
2025-05-18 15:52:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-05-18 16:04:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-05-18 16:16:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.02,0.12,1.69,9.04,12.0,-24.6
2025-05-18 16:28:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.03,0.12,1.69,9.04,12.0,-24.6
2025-05-18 16:40:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-05-18 16:52:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.03,0.12,1.69,9.04,12.0,-24.6
2025-05-18 17:04:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-05-18 17:16:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-05-18 17:28:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-05-18 17:40:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-05-18 17:52:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.03,0.12,1.69,9.04,12.0,-24.6
2025-05-18 18:04:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.03,0.12,1.69,9.04,12.0,-24.6
2025-05-18 18:16:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-05-18 18:28:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.03,0.12,1.69,9.04,12.0,-24.6
2025-05-18 18:40:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.03,0.12,1.69,9.04,12.0,-24.6
2025-05-18 18:52:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.02,0.12,1.69,9.04,12.0,-24.6
2025-05-18 19:04:00,M0007,OP0005,T00144,,,1.81,9.04,0.2,0.04,0.12,1.69,9.04,12.0,-24.6
2025-02-20 08:25:00,M0026,OP0034,T00145,326.2,,2.34,11.69,0.2,0.04,0.05,2.29,11.69,14.5,-19.4
2025-02-20 08:37:00,M0026,OP0034,T00145,,,2.34,11.69,0.2,0.03,0.05,2.29,11.69,14.5,-19.4
2025-02-20 08:49:00,M0026,OP0034,T00145,,,2.34,11.69,0.2,0.03,0.05,2.29,11.69,14.5,-19.4
2025-02-20 09:01:00,M0026,OP0034,T00145,,,2.34,11.69,0.2,0.05,0.05,2.29,11.69,14.5,-19.4
2025-02-20 09:13:00,M0026,OP0034,T00145,,,2.34,11.69,0.2,0.03,0.05,2.29,11.69,14.5,-19.4
2025-02-20 09:25:00,M0026,OP0034,T00145,,,1.75,11.69,0.15,0.02,0.04,1.71,11.69,14.5,-19.4
2025-07-01 12:24:00,M0037,OP0013,T00146,293.8,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 12:36:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 12:48:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 13:00:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 13:12:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 13:24:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 13:36:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 13:48:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 14:00:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 14:12:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 14:24:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 14:36:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 14:48:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 15:00:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 15:12:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 15:24:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 15:36:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 15:48:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 16:00:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-07-01 16:12:00,M0037,OP0013,T00146,,,1.98,9.92,0.2,0.01,0.08,1.9,9.92,12.0,-17.3
2025-09-10 08:59:00,M0012,OP0032,T00147,610.2,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 09:11:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 09:23:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 09:35:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 09:47:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.03,0.14,4.59,23.65,28.0,-15.5
2025-09-10 09:59:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 10:11:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.03,0.14,4.59,23.65,28.0,-15.5
2025-09-10 10:23:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.03,0.14,4.59,23.65,28.0,-15.5
2025-09-10 10:35:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 10:47:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 10:59:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 11:11:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 11:23:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 11:35:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.03,0.14,4.59,23.65,28.0,-15.5
2025-09-10 11:47:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 11:59:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 12:11:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 12:23:00,M0012,OP0032,T00147,,,4.73,23.65,0.2,0.02,0.14,4.59,23.65,28.0,-15.5
2025-09-10 12:35:00,M0012,OP0032,T00147,,,1.18,23.65,0.05,0.01,0.04,1.15,23.65,28.0,-15.5
2025-06-28 06:22:00,M0013,OP0012,T00148,156.0,,1.44,7.19,0.2,0.02,0.13,1.31,7.19,10.5,-31.5
2025-06-28 06:34:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 06:46:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 06:58:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.02,0.13,1.31,7.19,10.5,-31.5
2025-06-28 07:10:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 07:22:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 07:34:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.02,0.13,1.31,7.19,10.5,-31.5
2025-06-28 07:46:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.02,0.13,1.31,7.19,10.5,-31.5
2025-06-28 07:58:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 08:10:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 08:22:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.02,0.13,1.31,7.19,10.5,-31.5
2025-06-28 08:34:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 08:46:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 08:58:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 09:10:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.02,0.13,1.31,7.19,10.5,-31.5
2025-06-28 09:22:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.02,0.13,1.31,7.19,10.5,-31.5
2025-06-28 09:34:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 09:46:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-06-28 09:58:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.02,0.13,1.31,7.19,10.5,-31.5
2025-06-28 10:10:00,M0013,OP0012,T00148,,,1.44,7.19,0.2,0.03,0.13,1.31,7.19,10.5,-31.5
2025-03-17 15:43:00,M0001,OP0026,T00149,383.2,,3.02,15.08,0.2,0.01,0.2,2.81,15.08,20.0,-24.6
2025-03-17 15:55:00,M0001,OP0026,T00149,,,3.02,15.08,0.2,0.01,0.2,2.81,15.08,20.0,-24.6
2025-03-17 16:07:00,M0001,OP0026,T00149,,,3.02,15.08,0.2,0.01,0.2,2.81,15.08,20.0,-24.6
2025-03-17 16:19:00,M0001,OP0026,T00149,,,3.02,15.08,0.2,0.01,0.2,2.81,15.08,20.0,-24.6
2025-03-17 16:31:00,M0001,OP0026,T00149,,,3.02,15.08,0.2,0.01,0.2,2.81,15.08,20.0,-24.6
2025-03-17 16:43:00,M0001,OP0026,T00149,,,3.02,15.08,0.2,0.01,0.2,2.81,15.08,20.0,-24.6
2025-03-17 16:55:00,M0001,OP0026,T00149,,,3.02,15.08,0.2,0.01,0.2,2.81,15.08,20.0,-24.6
2025-03-17 17:07:00,M0001,OP0026,T00149,,,3.02,15.08,0.2,0.01,0.2,2.81,15.08,20.0,-24.6
