date,operator_id,machine_id,task_id,priority,scheduled_start,scheduled_end,task_type,location_zone,target_quantity,status
2025-02-19,OP0026,M0042,T00212,HIGH,2025-02-19 06:00:00,2025-02-19 10:02:18,Material Stockpiling,ZONE-A,1126.9,COMPLETED
2025-02-19,OP0048,M0036,T00153,MEDIUM,2025-02-19 12:13:00,2025-02-19 18:19:18,Road Preparation,ZONE-C,5302.9,IN_PROGRESS
2025-02-19,OP0002,M0016,T00763,HIGH,2025-02-19 08:09:00,2025-02-19 09:27:54,Road Preparation,ZONE-B,1318.6,COMPLETED
2025-02-19,OP0044,M0021,T00636,LOW,2025-02-19 06:18:00,2025-02-19 16:30:06,Material Stockpiling,ZONE-A,1533.3,IN_PROGRESS
2025-02-19,OP0007,M0021,T00043,MEDIUM,2025-02-19 07:43:00,2025-02-19 14:04:00,Road Preparation,ZONE-D,3858.5,COMPLETED
2025-02-19,OP0034,M0028,T00275,HIGH,2025-02-19 10:15:00,2025-02-19 13:04:30,Demolition,ZONE-C,442.3,DELAYED
2025-02-19,OP0041,M0015,T00035,MEDIUM,2025-02-19 14:52:00,2025-02-20 00:32:06,Demolition,ZONE-D,1098.7,CANCELLED
2025-02-19,OP0019,M0007,T00571,HIGH,2025-02-19 08:29:00,2025-02-19 10:52:30,Earth Excavation,ZONE-D,235.5,DELAYED
2025-02-19,OP0047,M0026,DT00042,URGENT,2025-02-19 15:00:00,2025-02-19 17:49:00,Material Stockpiling,ZONE-A,1172.6,COMPLETED
2025-02-20,OP0002,M0027,DT00038,HIGH,2025-02-20 13:00:00,2025-02-20 18:54:00,Material Loading,ZONE-A,1301.8,SCHEDULED
2025-02-20,OP0026,M0001,T00003,HIGH,2025-02-20 12:24:00,2025-02-20 20:07:06,Material Loading,ZONE-A,1942.7,COMPLETED
2025-02-20,OP0034,M0026,T00145,LOW,2025-02-20 08:25:00,2025-02-20 09:27:12,Grading,ZONE-B,1352.4,DELAYED
2025-02-21,OP0005,M0019,DT00200,HIGH,2025-02-21 13:00:00,2025-02-21 16:46:00,Hauling,ZONE-B,518.0,COMPLETED
2025-02-21,OP0045,M0015,T00106,MEDIUM,2025-02-21 07:20:00,2025-02-21 08:01:24,Trenching,ZONE-A,54.1,DELAYED
2025-02-22,OP0025,M0037,T00823,LOW,2025-02-22 07:41:00,2025-02-22 09:58:12,Soil Compaction,ZONE-B,3745.3,COMPLETED
2025-02-22,OP0008,M0019,T00452,MEDIUM,2025-02-22 09:15:00,2025-02-22 15:24:36,Trenching,ZONE-C,500.6,DELAYED
2025-02-22,OP0054,M0021,DT00180,LOW,2025-02-22 06:00:00,2025-02-22 11:12:00,Material Loading,ZONE-A,448.7,CANCELLED
2025-02-22,OP0020,M0022,T00150,LOW,2025-02-22 06:01:00,2025-02-22 13:23:30,Hauling,ZONE-C,954.7,DELAYED
2025-02-22,OP0019,M0033,T00714,LOW,2025-02-22 13:47:00,2025-02-22 15:50:18,Road Preparation,ZONE-D,1291.4,CANCELLED
2025-02-23,OP0019,M0006,DT00030,MEDIUM,2025-02-23 08:00:00,2025-02-23 09:32:00,Material Stockpiling,ZONE-A,801.3,IN_PROGRESS
2025-02-23,OP0054,M0021,T00757,MEDIUM,2025-02-23 09:21:00,2025-02-23 20:58:06,Trenching,ZONE-D,530.2,COMPLETED
2025-02-23,OP0007,M0018,T00308,LOW,2025-02-23 07:52:00,2025-02-23 15:29:36,Demolition,ZONE-B,848.4,IN_PROGRESS
2025-02-24,OP0037,M0042,T00393,HIGH,2025-02-24 06:51:00,2025-02-24 13:52:54,Demolition,ZONE-B,1089.9,COMPLETED
2025-02-24,OP0055,M0001,T00803,HIGH,2025-02-24 08:23:00,2025-02-24 09:37:30,Demolition,ZONE-C,181.9,DELAYED
2025-02-24,OP0020,M0017,T00807,MEDIUM,2025-02-24 08:04:00,2025-02-24 13:22:42,Road Preparation,ZONE-A,3280.9,COMPLETED
2025-02-24,OP0004,M0033,T00274,URGENT,2025-02-24 08:48:00,2025-02-24 10:04:06,Road Preparation,ZONE-D,1259.4,COMPLETED
2025-02-24,OP0032,M0032,T00109,MEDIUM,2025-02-24 09:33:00,2025-02-24 10:38:48,Demolition,ZONE-A,186.6,CANCELLED
2025-02-24,OP0034,M0015,T00209,MEDIUM,2025-02-24 13:19:00,2025-02-24 15:21:00,Demolition,ZONE-B,316.2,COMPLETED
2025-02-24,OP0008,M0017,T00250,LOW,2025-02-24 09:38:00,2025-02-24 16:44:42,Road Preparation,ZONE-D,4553.2,SCHEDULED
2025-02-25,OP0052,M0039,DT00089,URGENT,2025-02-25 08:00:00,2025-02-25 11:08:00,Hauling,ZONE-D,504.6,COMPLETED
2025-02-26,OP0019,M0025,T00696,MEDIUM,2025-02-26 11:12:00,2025-02-26 17:37:42,Material Loading,ZONE-A,1172.6,COMPLETED
2025-02-27,OP0026,M0025,T00317,MEDIUM,2025-02-27 13:55:00,2025-02-27 16:39:54,Material Stockpiling,ZONE-D,750.5,DELAYED
2025-02-27,OP0044,M0027,T00479,MEDIUM,2025-02-27 06:55:00,2025-02-27 10:54:12,Trenching,ZONE-A,392.7,DELAYED
2025-02-28,OP0007,M0038,T00112,MEDIUM,2025-02-28 12:55:00,2025-02-28 17:05:42,Soil Compaction,ZONE-D,2521.9,COMPLETED
2025-03-01,OP0008,M0039,T00350,LOW,2025-03-01 06:49:00,2025-03-01 07:23:06,Trenching,ZONE-A,47.0,IN_PROGRESS
2025-03-01,OP0012,M0029,T00013,MEDIUM,2025-03-01 14:31:00,2025-03-01 14:53:00,Material Stockpiling,ZONE-C,103.5,COMPLETED
2025-03-01,OP0016,M0016,DT00013,MEDIUM,2025-03-01 06:00:00,2025-03-01 08:45:00,Earth Excavation,ZONE-D,1499.5,CANCELLED
2025-03-01,OP0036,M0012,T00260,MEDIUM,2025-03-01 11:17:00,2025-03-01 15:03:24,Hauling,ZONE-D,652.3,COMPLETED
2025-03-01,OP0047,M0013,T00820,LOW,2025-03-01 15:47:00,2025-03-01 19:34:24,Trenching,ZONE-D,440.9,IN_PROGRESS
2025-03-02,OP0009,M0031,T00107,MEDIUM,2025-03-02 10:28:00,2025-03-02 11:44:30,Material Loading,ZONE-D,236.9,CANCELLED
2025-03-02,OP0054,M0031,T00731,MEDIUM,2025-03-02 14:53:00,2025-03-02 22:14:42,Material Loading,ZONE-A,1915.0,COMPLETED
2025-03-02,OP0049,M0041,DT00008,HIGH,2025-03-02 07:00:00,2025-03-02 09:59:00,Soil Compaction,ZONE-C,703.9,IN_PROGRESS
2025-03-02,OP0015,M0026,T00380,MEDIUM,2025-03-02 13:21:00,2025-03-02 18:28:30,Grading,ZONE-B,4820.6,DELAYED
2025-03-02,OP0007,M0036,T00473,MEDIUM,2025-03-02 09:12:00,2025-03-02 23:02:42,Material Loading,ZONE-A,1261.9,SCHEDULED
2025-03-03,OP0047,M0013,DT00130,LOW,2025-03-03 08:00:00,2025-03-03 10:44:00,Demolition,ZONE-C,239.7,CANCELLED
2025-03-03,OP0007,M0017,DT00119,MEDIUM,2025-03-03 10:00:00,2025-03-03 12:43:00,Road Preparation,ZONE-B,1906.2,COMPLETED
2025-03-03,OP0029,M0005,T00540,MEDIUM,2025-03-03 06:36:00,2025-03-03 15:20:54,Material Loading,ZONE-C,1043.2,COMPLETED
2025-03-03,OP0042,M0002,T00761,MEDIUM,2025-03-03 09:19:00,2025-03-03 18:01:54,Material Loading,ZONE-C,2099.5,COMPLETED
2025-03-03,OP0009,M0036,T00655,LOW,2025-03-03 09:27:00,2025-03-03 15:38:00,Demolition,ZONE-D,671.4,CANCELLED
2025-03-04,OP0046,M0008,T00831,LOW,2025-03-04 15:39:00,2025-03-04 16:15:18,Soil Compaction,ZONE-B,482.0,COMPLETED
2025-03-04,OP0048,M0026,T00282,HIGH,2025-03-04 06:06:00,2025-03-04 06:38:18,Grading,ZONE-B,668.7,COMPLETED
2025-03-04,OP0008,M0042,T00324,HIGH,2025-03-04 08:49:00,2025-03-04 16:30:42,Road Preparation,ZONE-B,5056.2,DELAYED
2025-03-05,OP0055,M0038,DT00014,LOW,2025-03-05 06:00:00,2025-03-05 08:43:00,Material Loading,ZONE-C,431.8,DELAYED
2025-03-05,OP0045,M0013,DT00196,MEDIUM,2025-03-05 09:00:00,2025-03-05 14:02:00,Soil Compaction,ZONE-C,1800.6,IN_PROGRESS
2025-03-05,OP0012,M0036,T00768,MEDIUM,2025-03-05 11:10:00,2025-03-05 13:09:12,Demolition,ZONE-C,301.3,CANCELLED
2025-03-06,OP0008,M0027,T00464,URGENT,2025-03-06 12:43:00,2025-03-06 19:22:18,Material Loading,ZONE-D,1331.1,COMPLETED
2025-03-06,OP0014,M0015,T00156,LOW,2025-03-06 14:38:00,2025-03-06 21:13:24,Material Loading,ZONE-D,1936.4,SCHEDULED
2025-03-07,OP0036,M0003,T00087,MEDIUM,2025-03-07 09:31:00,2025-03-07 11:56:48,Demolition,ZONE-B,358.9,COMPLETED
2025-03-07,OP0015,M0002,T00215,LOW,2025-03-07 06:05:00,2025-03-07 09:19:54,Material Loading,ZONE-B,632.0,SCHEDULED
2025-03-07,OP0031,M0029,T00691,HIGH,2025-03-07 14:23:00,2025-03-07 23:08:12,Demolition,ZONE-C,1273.7,DELAYED
2025-03-07,OP0011,M0033,T00435,MEDIUM,2025-03-07 10:41:00,2025-03-07 20:12:54,Road Preparation,ZONE-D,5963.0,COMPLETED
2025-03-07,OP0012,M0034,T00645,URGENT,2025-03-07 07:37:00,2025-03-07 13:39:30,Earth Excavation,ZONE-D,1222.8,COMPLETED
2025-03-07,OP0042,M0023,T00584,LOW,2025-03-07 15:12:00,2025-03-07 17:14:06,Material Stockpiling,ZONE-D,539.2,SCHEDULED
2025-03-07,OP0049,M0030,T00404,MEDIUM,2025-03-07 09:23:00,2025-03-07 11:59:30,Demolition,ZONE-A,369.4,COMPLETED
2025-03-07,OP0044,M0027,T00142,MEDIUM,2025-03-07 09:30:00,2025-03-08 03:39:12,Material Stockpiling,ZONE-C,2271.0,DELAYED
2025-03-07,OP0030,M0042,T00410,HIGH,2025-03-07 06:22:00,2025-03-07 15:01:30,Material Stockpiling,ZONE-C,2437.5,DELAYED
2025-03-08,OP0036,M0022,T00707,MEDIUM,2025-03-08 06:52:00,2025-03-08 08:48:00,Hauling,ZONE-B,337.5,COMPLETED
2025-03-09,OP0014,M0001,DT00166,HIGH,2025-03-09 13:00:00,2025-03-09 14:51:00,Trenching,ZONE-B,1051.5,SCHEDULED
2025-03-09,OP0021,M0020,T00478,MEDIUM,2025-03-09 12:03:00,2025-03-09 12:45:30,Trenching,ZONE-D,73.2,SCHEDULED
2025-03-09,OP0007,M0041,T00534,MEDIUM,2025-03-09 12:07:00,2025-03-10 16:28:00,Hauling,ZONE-A,1870.1,COMPLETED
2025-03-09,OP0042,M0027,T00570,LOW,2025-03-09 10:16:00,2025-03-09 11:41:06,Earth Excavation,ZONE-C,270.3,COMPLETED
2025-03-09,OP0044,M0026,T00192,MEDIUM,2025-03-09 10:35:00,2025-03-09 11:48:18,Grading,ZONE-B,1479.3,DELAYED
2025-03-09,OP0005,M0001,T00788,MEDIUM,2025-03-09 12:22:00,2025-03-10 02:14:54,Road Preparation,ZONE-C,4424.3,IN_PROGRESS
2025-03-09,OP0054,M0006,T00559,HIGH,2025-03-09 07:08:00,2025-03-09 10:34:18,Trenching,ZONE-B,355.0,COMPLETED
2025-03-10,OP0029,M0039,DT00117,MEDIUM,2025-03-10 09:00:00,2025-03-10 11:11:00,Grading,ZONE-D,1351.9,CANCELLED
2025-03-10,OP0042,M0022,T00060,LOW,2025-03-10 06:12:00,2025-03-10 18:40:36,Hauling,ZONE-C,2039.7,COMPLETED
2025-03-10,OP0054,M0038,DT00197,LOW,2025-03-10 15:00:00,2025-03-10 19:19:00,Grading,ZONE-B,442.5,SCHEDULED
2025-03-10,OP0041,M0015,T00523,LOW,2025-03-10 07:37:00,2025-03-10 11:01:36,Trenching,ZONE-B,252.5,COMPLETED
2025-03-10,OP0016,M0017,T00526,LOW,2025-03-10 11:48:00,2025-03-10 15:00:12,Road Preparation,ZONE-B,1991.6,COMPLETED
2025-03-11,OP0026,M0018,T00742,LOW,2025-03-11 10:35:00,2025-03-11 11:11:18,Earth Excavation,ZONE-C,117.3,COMPLETED
2025-03-11,OP0038,M0005,DT00092,MEDIUM,2025-03-11 10:00:00,2025-03-11 15:33:00,Material Stockpiling,ZONE-C,1456.8,CANCELLED
2025-03-11,OP0013,M0027,T00372,MEDIUM,2025-03-11 15:54:00,2025-03-11 19:29:18,Earth Excavation,ZONE-D,700.4,DELAYED
2025-03-12,OP0043,M0015,T00408,LOW,2025-03-12 12:26:00,2025-03-12 12:59:54,Earth Excavation,ZONE-D,134.0,SCHEDULED
2025-03-12,OP0010,M0006,T00196,LOW,2025-03-12 14:59:00,2025-03-12 17:34:12,Trenching,ZONE-D,271.8,COMPLETED
2025-03-13,OP0011,M0009,T00178,LOW,2025-03-13 06:46:00,2025-03-13 08:19:42,Demolition,ZONE-D,178.4,IN_PROGRESS
2025-03-13,OP0034,M0008,T00782,LOW,2025-03-13 10:22:00,2025-03-13 13:47:54,Earth Excavation,ZONE-C,690.9,IN_PROGRESS
2025-03-14,OP0052,M0011,T00016,MEDIUM,2025-03-14 14:28:00,2025-03-15 09:42:54,Material Loading,ZONE-A,1744.9,CANCELLED
2025-03-14,OP0042,M0030,T00405,LOW,2025-03-14 08:46:00,2025-03-14 13:32:36,Material Loading,ZONE-D,1189.7,COMPLETED
2025-03-15,OP0026,M0029,T00075,LOW,2025-03-15 12:57:00,2025-03-15 13:36:24,Road Preparation,ZONE-A,506.7,COMPLETED
2025-03-15,OP0022,M0002,T00739,HIGH,2025-03-15 11:18:00,2025-03-15 16:16:24,Material Loading,ZONE-A,1265.6,CANCELLED
2025-03-15,OP0025,M0007,DT00161,MEDIUM,2025-03-15 06:00:00,2025-03-15 11:32:00,Grading,ZONE-C,1185.4,DELAYED
2025-03-16,OP0049,M0015,DT00098,MEDIUM,2025-03-16 06:00:00,2025-03-16 09:21:00,Hauling,ZONE-D,1120.5,IN_PROGRESS
2025-03-16,OP0020,M0001,DT00046,LOW,2025-03-16 15:00:00,2025-03-16 18:34:00,Material Stockpiling,ZONE-B,399.5,DELAYED
2025-03-16,OP0011,M0027,T00613,LOW,2025-03-16 10:35:00,2025-03-16 21:28:00,Demolition,ZONE-C,1193.2,COMPLETED
2025-03-17,OP0045,M0023,T00800,HIGH,2025-03-17 14:34:00,2025-03-18 00:19:00,Material Loading,ZONE-D,1849.5,COMPLETED
2025-03-17,OP0029,M0013,DT00109,LOW,2025-03-17 15:00:00,2025-03-17 17:47:00,Road Preparation,ZONE-A,1966.9,CANCELLED
2025-03-17,OP0004,M0028,T00762,HIGH,2025-03-17 07:21:00,2025-03-17 09:46:00,Earth Excavation,ZONE-C,597.3,COMPLETED
2025-03-17,OP0032,M0020,T00301,MEDIUM,2025-03-17 12:35:00,2025-03-17 14:17:48,Trenching,ZONE-B,207.7,CANCELLED
2025-03-17,OP0024,M0015,T00481,LOW,2025-03-17 06:56:00,2025-03-18 03:53:12,Hauling,ZONE-D,2425.3,DELAYED
2025-03-17,OP0026,M0001,T00149,HIGH,2025-03-17 15:43:00,2025-03-17 17:12:36,Trenching,ZONE-A,145.9,DELAYED
2025-03-17,OP0035,M0004,T00253,LOW,2025-03-17 12:48:00,2025-03-17 17:19:36,Demolition,ZONE-B,415.9,COMPLETED
2025-03-18,OP0051,M0029,T00501,LOW,2025-03-18 10:01:00,2025-03-18 10:32:18,Road Preparation,ZONE-A,497.8,COMPLETED
2025-03-18,OP0014,M0029,T00193,MEDIUM,2025-03-18 11:03:00,2025-03-18 13:39:00,Grading,ZONE-B,1828.5,COMPLETED
2025-03-18,OP0011,M0033,T00449,MEDIUM,2025-03-18 07:25:00,2025-03-18 17:24:36,Earth Excavation,ZONE-C,921.8,COMPLETED
2025-03-18,OP0008,M0016,T00847,HIGH,2025-03-18 11:21:00,2025-03-18 14:45:18,Road Preparation,ZONE-B,2166.2,COMPLETED
2025-03-18,OP0004,M0025,T00647,URGENT,2025-03-18 07:32:00,2025-03-18 09:49:00,Material Stockpiling,ZONE-D,756.6,DELAYED
2025-03-19,OP0046,M0006,T00751,LOW,2025-03-19 10:14:00,2025-03-19 14:24:54,Trenching,ZONE-D,339.6,COMPLETED
2025-03-19,OP0019,M0025,T00665,MEDIUM,2025-03-19 14:30:00,2025-03-20 00:35:24,Material Loading,ZONE-A,1907.1,IN_PROGRESS
2025-03-20,OP0034,M0022,T00121,MEDIUM,2025-03-20 07:10:00,2025-03-20 18:06:18,Hauling,ZONE-D,1947.5,COMPLETED
2025-03-20,OP0032,M0014,T00135,LOW,2025-03-20 11:13:00,2025-03-20 15:42:36,Hauling,ZONE-C,930.1,DELAYED
2025-03-20,OP0022,M0026,DT00071,MEDIUM,2025-03-20 06:00:00,2025-03-20 07:14:00,Road Preparation,ZONE-B,1864.9,CANCELLED
2025-03-20,OP0046,M0017,DT00133,LOW,2025-03-20 06:00:00,2025-03-20 10:12:00,Material Loading,ZONE-D,1388.9,SCHEDULED
2025-03-21,OP0023,M0040,DT00056,MEDIUM,2025-03-21 10:00:00,2025-03-21 14:14:00,Hauling,ZONE-C,345.1,COMPLETED
2025-03-21,OP0006,M0009,T00129,MEDIUM,2025-03-21 07:18:00,2025-03-21 11:34:18,Trenching,ZONE-D,521.1,CANCELLED
2025-03-22,OP0021,M0042,T00717,URGENT,2025-03-22 10:45:00,2025-03-22 17:14:54,Road Preparation,ZONE-A,5390.2,SCHEDULED
2025-03-22,OP0039,M0001,T00073,MEDIUM,2025-03-22 11:49:00,2025-03-22 17:46:36,Demolition,ZONE-D,936.2,CANCELLED
2025-03-22,OP0037,M0027,T00679,MEDIUM,2025-03-22 10:15:00,2025-03-22 14:58:30,Demolition,ZONE-D,695.4,COMPLETED
2025-03-22,OP0016,M0024,T00421,MEDIUM,2025-03-22 09:45:00,2025-03-22 14:37:06,Material Loading,ZONE-C,925.0,COMPLETED
2025-03-22,OP0007,M0014,T00201,MEDIUM,2025-03-22 08:00:00,2025-03-22 09:55:18,Hauling,ZONE-D,257.8,COMPLETED
2025-03-23,OP0051,M0020,DT00064,MEDIUM,2025-03-23 08:00:00,2025-03-23 13:55:00,Demolition,ZONE-A,1381.5,COMPLETED
2025-03-23,OP0046,M0025,T00772,HIGH,2025-03-23 06:04:00,2025-03-23 10:50:54,Material Stockpiling,ZONE-C,1050.6,IN_PROGRESS
2025-03-23,OP0006,M0016,T00794,HIGH,2025-03-23 15:21:00,2025-03-23 17:53:24,Soil Compaction,ZONE-B,5006.1,SCHEDULED
2025-03-23,OP0022,M0008,T00728,MEDIUM,2025-03-23 13:15:00,2025-03-23 15:14:24,Material Loading,ZONE-C,522.4,IN_PROGRESS
2025-03-24,OP0003,M0022,T00626,HIGH,2025-03-24 07:01:00,2025-03-24 17:52:24,Material Loading,ZONE-D,1427.7,COMPLETED
2025-03-24,OP0010,M0008,T00363,HIGH,2025-03-24 12:46:00,2025-03-24 19:42:24,Demolition,ZONE-A,1025.6,COMPLETED
2025-03-25,OP0004,M0037,T00737,LOW,2025-03-25 14:04:00,2025-03-25 16:22:24,Road Preparation,ZONE-D,2202.8,DELAYED
2025-03-25,OP0028,M0029,T00285,LOW,2025-03-25 06:43:00,2025-03-25 08:37:30,Material Stockpiling,ZONE-B,545.3,SCHEDULED
2025-03-25,OP0042,M0013,DT00169,MEDIUM,2025-03-25 10:00:00,2025-03-25 15:08:00,Soil Compaction,ZONE-A,1840.6,CANCELLED
2025-03-25,OP0044,M0022,DT00194,HIGH,2025-03-25 08:00:00,2025-03-25 12:10:00,Material Loading,ZONE-B,154.3,COMPLETED
2025-03-25,OP0003,M0035,T00002,LOW,2025-03-25 13:58:00,2025-03-25 19:07:06,Soil Compaction,ZONE-D,4822.1,COMPLETED
2025-03-25,OP0019,M0020,T00362,LOW,2025-03-25 14:44:00,2025-03-25 18:31:54,Trenching,ZONE-C,280.5,IN_PROGRESS
2025-03-26,OP0042,M0014,T00609,MEDIUM,2025-03-26 06:03:00,2025-03-26 06:22:54,Soil Compaction,ZONE-B,302.9,SCHEDULED
2025-03-26,OP0025,M0008,DT00015,MEDIUM,2025-03-26 07:00:00,2025-03-26 09:55:00,Grading,ZONE-C,1142.0,COMPLETED
2025-03-27,OP0053,M0019,T00015,HIGH,2025-03-27 12:04:00,2025-03-27 14:46:36,Grading,ZONE-C,2024.8,CANCELLED
2025-03-27,OP0030,M0037,DT00066,LOW,2025-03-27 13:00:00,2025-03-27 18:52:00,Earth Excavation,ZONE-B,1053.7,IN_PROGRESS
2025-03-27,OP0007,M0005,T00244,HIGH,2025-03-27 14:49:00,2025-03-27 21:35:18,Hauling,ZONE-C,880.3,DELAYED
2025-03-27,OP0040,M0015,T00773,LOW,2025-03-27 11:37:00,2025-03-27 18:05:00,Material Loading,ZONE-C,1628.6,DELAYED
2025-03-28,OP0026,M0026,T00166,MEDIUM,2025-03-28 14:03:00,2025-03-28 17:38:42,Grading,ZONE-B,4276.1,IN_PROGRESS
2025-03-28,OP0028,M0024,T00477,MEDIUM,2025-03-28 13:37:00,2025-03-28 14:36:48,Soil Compaction,ZONE-C,907.3,COMPLETED
2025-03-28,OP0046,M0034,T00089,LOW,2025-03-28 06:27:00,2025-03-28 13:45:06,Trenching,ZONE-A,581.9,CANCELLED
2025-03-28,OP0027,M0030,T00672,LOW,2025-03-28 10:59:00,2025-03-28 18:00:30,Soil Compaction,ZONE-D,4490.0,SCHEDULED
2025-03-29,OP0014,M0025,T00700,MEDIUM,2025-03-29 12:15:00,2025-03-29 14:53:36,Material Stockpiling,ZONE-A,880.7,COMPLETED
2025-03-29,OP0045,M0019,T00055,LOW,2025-03-29 09:44:00,2025-03-29 14:04:18,Trenching,ZONE-D,347.1,COMPLETED
2025-03-30,OP0034,M0037,T00752,MEDIUM,2025-03-30 10:37:00,2025-03-30 15:56:18,Road Preparation,ZONE-A,4344.1,IN_PROGRESS
2025-03-30,OP0026,M0031,T00453,MEDIUM,2025-03-30 07:19:00,2025-03-30 12:28:36,Material Stockpiling,ZONE-C,1389.2,COMPLETED
2025-03-30,OP0042,M0017,T00532,MEDIUM,2025-03-30 06:52:00,2025-03-30 13:33:06,Road Preparation,ZONE-A,5179.2,DELAYED
2025-03-30,OP0011,M0025,T00387,LOW,2025-03-30 15:49:00,2025-03-31 01:33:24,Material Loading,ZONE-C,1835.6,IN_PROGRESS
2025-03-30,OP0052,M0032,T00525,MEDIUM,2025-03-30 14:29:00,2025-03-31 00:32:24,Material Stockpiling,ZONE-D,2233.4,SCHEDULED
2025-03-30,OP0022,M0006,T00211,LOW,2025-03-30 14:21:00,2025-03-30 18:51:48,Trenching,ZONE-B,475.1,COMPLETED
2025-03-31,OP0031,M0036,T00132,URGENT,2025-03-31 11:17:00,2025-03-31 19:27:36,Material Stockpiling,ZONE-A,2433.3,IN_PROGRESS
2025-03-31,OP0033,M0001,T00039,URGENT,2025-03-31 10:50:00,2025-03-31 15:31:18,Trenching,ZONE-A,549.8,IN_PROGRESS
2025-03-31,OP0008,M0020,DT00162,MEDIUM,2025-03-31 08:00:00,2025-03-31 11:02:00,Demolition,ZONE-B,389.1,DELAYED
2025-03-31,OP0049,M0029,T00264,MEDIUM,2025-03-31 08:04:00,2025-03-31 15:55:06,Material Stockpiling,ZONE-B,2213.1,COMPLETED
2025-03-31,OP0051,M0035,DT00185,MEDIUM,2025-03-31 07:00:00,2025-03-31 11:16:00,Road Preparation,ZONE-B,987.4,SCHEDULED
2025-04-01,OP0027,M0027,T00375,HIGH,2025-04-01 10:36:00,2025-04-01 16:02:42,Trenching,ZONE-B,431.0,DELAYED
2025-04-01,OP0022,M0033,DT00136,HIGH,2025-04-01 06:00:00,2025-04-01 11:54:00,Soil Compaction,ZONE-A,1554.8,COMPLETED
2025-04-01,OP0025,M0033,T00081,URGENT,2025-04-01 14:16:00,2025-04-02 03:19:30,Demolition,ZONE-D,1237.9,COMPLETED
2025-04-01,OP0014,M0033,T00295,HIGH,2025-04-01 11:01:00,2025-04-01 13:18:48,Grading,ZONE-B,3298.7,SCHEDULED
2025-04-01,OP0024,M0002,T00805,MEDIUM,2025-04-01 12:44:00,2025-04-01 13:16:24,Material Stockpiling,ZONE-D,183.4,DELAYED
2025-04-01,OP0053,M0030,T00425,MEDIUM,2025-04-01 12:34:00,2025-04-01 14:11:48,Material Loading,ZONE-C,418.9,CANCELLED
2025-04-02,OP0045,M0042,DT00143,MEDIUM,2025-04-02 08:00:00,2025-04-02 10:30:00,Soil Compaction,ZONE-D,1076.0,COMPLETED
2025-04-02,OP0027,M0006,T00037,HIGH,2025-04-02 09:19:00,2025-04-02 11:21:18,Demolition,ZONE-A,133.0,IN_PROGRESS
2025-04-02,OP0045,M0013,DT00106,MEDIUM,2025-04-02 06:00:00,2025-04-02 09:20:00,Earth Excavation,ZONE-A,1485.8,SCHEDULED
2025-04-02,OP0050,M0023,T00364,HIGH,2025-04-02 11:30:00,2025-04-02 18:28:54,Material Stockpiling,ZONE-D,2258.9,COMPLETED
2025-04-02,OP0055,M0014,DT00131,LOW,2025-04-02 07:00:00,2025-04-02 11:00:00,Soil Compaction,ZONE-B,1997.1,SCHEDULED
2025-04-03,OP0054,M0032,T00083,HIGH,2025-04-03 10:13:00,2025-04-03 15:01:30,Soil Compaction,ZONE-B,3527.7,DELAYED
2025-04-03,OP0030,M0011,T00684,LOW,2025-04-03 06:00:00,2025-04-03 09:10:42,Trenching,ZONE-A,336.0,COMPLETED
2025-04-04,OP0049,M0007,T00789,LOW,2025-04-04 08:14:00,2025-04-04 11:10:48,Soil Compaction,ZONE-C,4736.1,COMPLETED
2025-04-04,OP0026,M0034,T00620,URGENT,2025-04-04 11:40:00,2025-04-04 12:13:00,Material Loading,ZONE-C,133.5,SCHEDULED
2025-04-04,OP0033,M0006,DT00172,MEDIUM,2025-04-04 09:00:00,2025-04-04 11:16:00,Demolition,ZONE-B,800.9,IN_PROGRESS
2025-04-04,OP0014,M0030,T00157,MEDIUM,2025-04-04 15:25:00,2025-04-04 21:10:00,Earth Excavation,ZONE-C,1341.4,IN_PROGRESS
2025-04-05,OP0009,M0002,T00383,MEDIUM,2025-04-05 11:41:00,2025-04-05 16:07:24,Material Loading,ZONE-B,819.3,SCHEDULED
2025-04-05,OP0047,M0014,T00639,MEDIUM,2025-04-05 06:38:00,2025-04-05 14:18:24,Hauling,ZONE-C,1614.8,COMPLETED
2025-04-05,OP0002,M0041,T00245,LOW,2025-04-05 09:42:00,2025-04-05 12:39:18,Trenching,ZONE-B,360.3,COMPLETED
2025-04-05,OP0013,M0041,DT00049,HIGH,2025-04-05 09:00:00,2025-04-05 11:09:00,Soil Compaction,ZONE-B,1702.3,IN_PROGRESS
2025-04-05,OP0046,M0022,T00608,LOW,2025-04-05 12:03:00,2025-04-05 13:42:30,Grading,ZONE-C,874.1,DELAYED
2025-04-05,OP0005,M0024,T00417,LOW,2025-04-05 07:30:00,2025-04-05 13:10:06,Material Loading,ZONE-C,1090.7,SCHEDULED
2025-04-05,OP0028,M0004,T00007,URGENT,2025-04-05 14:27:00,2025-04-05 15:41:24,Grading,ZONE-C,1543.7,COMPLETED
2025-04-06,OP0018,M0027,T00631,MEDIUM,2025-04-06 12:06:00,2025-04-06 16:03:12,Earth Excavation,ZONE-C,795.8,COMPLETED
2025-04-06,OP0047,M0007,DT00062,MEDIUM,2025-04-06 13:00:00,2025-04-06 18:58:00,Material Loading,ZONE-D,1511.9,CANCELLED
2025-04-06,OP0013,M0008,T00726,LOW,2025-04-06 10:20:00,2025-04-06 15:22:54,Trenching,ZONE-D,508.0,COMPLETED
